"DispFrames","NoAudioPlayed","NoRTPPkts"
24,42,129.050000429
24,41.5899999142,137.330001116
24,41.4100000858,148.280000687
24,42,154.230000257
24,41.5899999142,148.209998369
24,41.4100000858,130.439998627
24,42,125.92000103
24,41.5899999142,133.820000172
24,41.4100000858,137.460000515
24,42,145.510000944
24,41.5899999142,154.460000515
24,41.4100000858,158.820000172
24,42,160.410000086
24,41.5899999142,159.359999657
24,41.4100000858,172.170003176
24,42,164.889993906
24,41.5899999142,122.589999914
24,41.4100000858,126.510000944
24,42,136.280000687
24,41.5899999142,140.179999828
24,41.4100000858,139
24,42,139
24,41.5899999142,157.860003948
24,41.4100000858,173.109997511
24,42,162.150001287
24,41.5899999142,175.92000103
24,41.4100000858,186.280000687
23.5899999142,42,189.359999657
23.4100000858,41.5899999142,199.300002575
24,41.4100000858,216.179999828
24,42,190.809994936
24,41.5899999142,184.700006008
24,41.4100000858,224.769999743
24,42,223.820000172
24,41.5899999142,207.369996309
24,41.4100000858,184.460000515
24,42,185.129999399
24,41.5899999142,177.309999228
24,41.4100000858,176.92000103
24,42,188.510000944
24,41.5899999142,189.669998884
24,41.4100000858,187.330001116
24,42,172.859995365
24,41.5899999142,176.260007381
24,41.4100000858,240.940002918
24,42,249.109997511
24,41.5899999142,202.069993734
24,41.4100000858,161.460000515
24,42,165
24,41.5899999142,167.460000515
24,41.4100000858,172.230000257
24,42,173.589999914
24,41.5899999142,169.719999313
24,41.4100000858,162.129999399
24,42,158
24,41.5899999142,156.359999657
24,41.4100000858,152.359999657
24,42,145.489999056
24,41.5899999142,136.949999571
24,41.4100000858,136.870000601
24,42,140.179999828
24,41.5899999142,140.640000343
24,41.4100000858,143.410000086
24,42,140.309999228
24,41.5899999142,135.820000172
24,41.4100000858,135.769999743
24,42,132.769999743
23.5899999142,41.5899999142,130.589999914
23.4100000858,41.4100000858,130
24,42,132.050000429
24,41.5899999142,135.820000172
24,41.4100000858,138.230000257
24,42,141.230000257
24,41.5899999142,138.489999056
24,41.4100000858,134.870000601
24,42,136.129999399
24,41.5899999142,138.970001459
24,41.4100000858,159.660002232
24,42,179.92000103
24,41.5899999142,197.660002232
24,41.4100000858,208.899999142
24,42,186.599996567
24,41.5899999142,167.92000103
24,41.4100000858,178.280000687
24,42,187.100000858
24,41.5899999142,208.580003262
24,41.4100000858,220.339997768
24,42,184.499995708
24,41.5899999142,147.619998455
24,41.4100000858,152.580003262
24,42,163.519997597
24,41.5899999142,142.489999056
24,41.4100000858,141.330001116
24,42,149
24,41.5899999142,145.719999313
24,41.4100000858,138.129999399
24,42,137.690000772
24,41.5899999142,141.769999743
24,41.4100000858,145.330001116
24,42,150.129999399
24,41.5899999142,148.870000601
24,41.4100000858,171.040003777
24,42,217.500004292
24,41.5899999142,203.129990816
24,41.4100000858,158.040003777
24,42,184.410000086
24,41.5899999142,190.330001116
23.5899999142,41.4100000858,192.669998884
23.4100000858,42,187.870000601
24,41.5899999142,189.129999399
24,41.4100000858,177.209998369
24,42,156.15999794
24,41.5899999142,148.970001459
24,41.4100000858,206.560009956
24,42,268.439998627
24,41.5899999142,205.699988842
24,41.4100000858,132.690000772
24,42,153.170003176
24,41.5899999142,159.009996653
24,41.4100000858,138.870000601
24,42,143
24,41.5899999142,143.410000086
24,41.4100000858,145.640000343
24,42,147.589999914
24,41.5899999142,146.179999828
24,41.4100000858,145
24,42,144.179999828
24,41.5899999142,141.359999657
24,41.4100000858,139.410000086
24,42,142.460000515
24,41.5899999142,146.410000086
24,41.4100000858,142.489999056
24,42,133.539999485
24,41.5899999142,127.539999485
24,41.4100000858,135.480002403
24,42,156.510000944
24,41.5899999142,160.949999571
24,41.4100000858,144.469997168
24,42,125
24,41.5899999142,125.410000086
24,41.4100000858,127.230000257
24,42,131.870000601
24,41.5899999142,143.790001631
24,41.4100000858,149.669998884
24,42,146.510000944
24,41.5899999142,155.870000601
24,41.4100000858,158.359999657
24,42,153.129999399
24,41.5899999142,159.250002146
24,41.4100000858,157.599996567
24,42,130.309999228
24,41.5899999142,125
23.5899999142,41.4100000858,123.769999743
23.4100000858,42,129.380001545
24,41.5899999142,140.410000086
24,41.4100000858,141.410000086
24,42,147.740001202
24,41.5899999142,162.150001287
24,41.4100000858,174.690000772
24,42,176.309999228
24,41.5899999142,171.410000086
24,41.4100000858,172.820000172
24,42,180.560001373
24,41.5899999142,199.020001888
24,41.4100000858,212
24,42,211.589999914
24,41.5899999142,206.07999897
24,41.4100000858,167.839993477
24,42,138.170003176
24,41.5899999142,153.439998627
24,41.4100000858,147.690000772
24,42,161.610001802
24,41.5899999142,172.359999657
24,41.4100000858,169.589999914
24,42,180.480002403
24,41.5899999142,207.660002232
24,41.4100000858,217.669998884
24,42,188.269995451
24,41.5899999142,161.100000858
24,41.4100000858,169.870000601
24,42,174.410000086
24,41.5899999142,184.020001888
24,41.4100000858,193.719999313
24,42,183.259998798
24,41.5899999142,169.259998798
24,41.4100000858,156.489999056
24,42,147.129999399
24,41.5899999142,140.539999485
24,41.4100000858,137.820000172
24,42,138.589999914
24,41.5899999142,138
24,41.4100000858,139.230000257
24,42,141.820000172
24,41.5899999142,143
24,41.4100000858,145.460000515
24,42,146.129999399
24,41.5899999142,141.589999914
23.5899999142,41.4100000858,140.589999914
23.4100000858,42,140.410000086
24,41.5899999142,140.179999828
24,41.4100000858,137.769999743
24,42,136
24,41.5899999142,145.84000206
24,41.4100000858,170.660002232
24,42,199.940002918
24,41.5899999142,183.919992447
24,41.4100000858,132.820000172
24,42,133.179999828
24,41.5899999142,132.410000086
24,41.4100000858,132.589999914
24,42,133.230000257
24,41.5899999142,136.640000343
24,41.4100000858,145.970001459
24,42,164.610001802
24,41.5899999142,174.129999399
24,41.4100000858,167.129999399
24,42,159.309999228
24,41.5899999142,149.07999897
24,41.4100000858,146.510000944
24,42,158.330001116
24,41.5899999142,168.460000515
24,41.4100000858,156.829996824
24,42,135
24,41.5899999142,135
24,41.4100000858,154.270004034
24,42,216.030007124
24,41.5899999142,212.519989014
24,41.4100000858,137.410000086
24,42,137.589999914
24,41.5899999142,136.179999828
24,41.4100000858,144.84000206
24,42,142.599996567
24,41.5899999142,129.250002146
24,41.4100000858,157.530002832
24,42,172.489999056
24,41.5899999142,177.480002403
24,41.4100000858,194.820000172
23.5899999142,42,191.07999897
23.4100000858,41.5899999142,179.489999056
24,41.4100000858,194.730004549
24,42,208.369996309
24,41.5899999142,176.849998713
24,41.4100000858,158.979998112
24,42,167.320004463
24,41.5899999142,181.189996481
24,41.4100000858,157.410000086
24,42,176.450003862
24,41.5899999142,190.289997339
24,41.4100000858,173.640000343
24,42,175.589999914
24,41.5899999142,177.870000601
24,41.4100000858,182
24,42,180.769999743
24,41.5899999142,186.790001631
24,41.4100000858,201.690000772
24,42,207.410000086
24,41.5899999142,203.07999897
24,41.4100000858,192.309999228
24,42,188.640000343
24,41.5899999142,191
24,41.4100000858,191.410000086
24,42,192
24,41.5899999142,178.879997253
24,41.4100000858,154.669998884
24,42,163.810003519
24,41.5899999142,180.209998369
24,41.4100000858,171.050000429
24,42,165.799998283
24,41.5899999142,142.929997683
24,41.4100000858,125.359999657
24,42,149.240005493
24,41.5899999142,181.259998798
24,41.4100000858,189.400003433
24,42,186.349994421
24,41.5899999142,159.070002317
24,41.4100000858,168.439998627
24,42,167.610001802
23.5899999142,41.5899999142,164.829996824
23.4100000858,41.4100000858,143
24,42,150.380001545
24,41.5899999142,167.150001287
24,41.4100000858,176.820000172
24,42,172.669998884
24,41.5899999142,174.84000206
24,41.4100000858,166.449995279
24,42,130.719999313
24,41.5899999142,124.769999743
24,41.4100000858,121.769999743
24,42,118.769999743
24,41.5899999142,118.640000343
24,41.4100000858,135.350003004
24,42,173.630003691
24,41.5899999142,198.589999914
24,41.4100000858,200.460000515
24,42,206.050000429
24,41.5899999142,217.200001717
24,41.4100000858,229.820000172
24,42,231
24,41.5899999142,226.489999056
24,41.4100000858,207.699997425
24,42,183.849998713
24,41.5899999142,168.439998627
24,41.4100000858,156.949999571
24,42,153.589999914
24,41.5899999142,155.460000515
24,41.4100000858,156.129999399
24,42,154.460000515
24,41.5899999142,173.170003176
24,41.4100000858,210.580003262
24,42,233
24,41.5899999142,233
24,41.4100000858,209.219995022
24,42,175.410000086
24,41.5899999142,174.359999657
24,41.4100000858,171.589999914
24,42,165.669998884
24,41.5899999142,154.309999228
23.5899999142,41.4100000858,149
23.4100000858,42,146.949999571
24,41.5899999142,144
24,41.4100000858,145.640000343
24,42,148.410000086
24,41.5899999142,151.460000515
24,41.4100000858,159.510000944
24,42,163.949999571
24,41.5899999142,163.870000601
24,41.4100000858,160.619998455
24,42,149.179999828
24,41.5899999142,147.589999914
24,41.4100000858,148.230000257
24,42,147.539999485
24,41.5899999142,146.460000515
24.4100000858,41.4100000858,152.460000515
24.1799998283,42,156.820000172
23.4100000858,41.5899999142,155.539999485
24,41.4100000858,152.410000086
24,42,155.050000429
24,41.5899999142,155.539999485
24,41.4100000858,152.820000172
24,42,154
24,41.5899999142,154.410000086
24,41.4100000858,155
24,42,152.129999399
24,41.5899999142,145.949999571
24,41.4100000858,141.359999657
24,42,135.309999228
24,41.5899999142,138.200001717
24,41.4100000858,154.92000103
24,42,161.589999914
24,41.5899999142,160.179999828
24,41.4100000858,159.820000172
24,42,164.280000687
24,41.5899999142,175.560001373
24,41.4100000858,185.410000086
24,42,184.769999743
24,41.5899999142,183.410000086
24,41.4100000858,184.820000172
24,42,251.600013733
24,41.5899999142,323.859995365
24,41.4100000858,293.230000257
24,42,284.749997854
24,41.5899999142,260.569998026
24,41.4100000858,247
24,42,241.259998798
24,41.5899999142,233
24,41.4100000858,234.640000343
24,42,239.460000515
24,41.5899999142,243.820000172
24,41.4100000858,242.539999485
24,42,241.870000601
24,41.5899999142,247.230000257
24,41.4100000858,249.410000086
24,42,250
24,41.5899999142,252.050000429
24,41.4100000858,256.640000343
24,42,260.230000257
24,41.5899999142,262
24,41.4100000858,262.820000172
24,42,264.410000086
24,41.5899999142,264.589999914
24,41.4100000858,264
24,42,266.050000429
24,41.5899999142,278.430001974
24,41.4100000858,294.050000429
24,42,297.410000086
24,41.5899999142,298.820000172
24,41.4100000858,321.730004549
24,42,330.039995193
24,41.5899999142,295.359999657
24,41.4100000858,294.230000257
24,42,296
24,41.5899999142,293.129999399
24,41.4100000858,294.740001202
24,42,297.259998798
24,41.5899999142,284.899999142
24,41.4100000858,274.489999056
24,42,262.669998884
24,41.5899999142,248.029998541
24,41.4100000858,244.150001287
24,42,254.640000343
24,41.5899999142,259.050000429
24,41.4100000858,259.949999571
23.5899999142,42,247.979998112
23.4100000858,41.5899999142,235.820000172
24,41.4100000858,232.489999056
24,42,226
24,41.5899999142,227.640000343
24,41.4100000858,227.129999399
24,42,224.640000343
24,41.5899999142,227
24,41.4100000858,205.679995537
24,42,152.449995279
24,41.5899999142,121.230000257
24,41.4100000858,126.690000772
24,42,140.610001802
24,41.5899999142,153.410000086
24,41.4100000858,163.84000206
24,42,179.230000257
24,41.5899999142,182.640000343
24,41.4100000858,178.849998713
24,42,167.949999571
24,41.5899999142,173.610001802
24,41.4100000858,195.84000206
24,42,210.820000172
24,41.5899999142,212.820000172
24,41.4100000858,213.179999828
24,42,210.359999657
24,41.5899999142,193.649996996
24,41.4100000858,170.129999399
24,42,165.179999828
24,41.5899999142,150.469997168
24,41.4100000858,131.820000172
24,42,139.150001287
24,41.5899999142,154.560001373
24,41.4100000858,166.460000515
24,42,164.259998798
24,41.5899999142,153.539999485
24,41.4100000858,151.230000257
24,42,147.259998798
24,41.5899999142,153.76000309
24,41.4100000858,169.259998798
24,42,161.820000172
24,41.5899999142,163.410000086
24,41.4100000858,167.280000687
24,42,171.179999828
24,41.5899999142,199.110006094
24,41.4100000858,236.07999897
23.5899999142,42,218.749997854
23.4100000858,41.5899999142,189.23999691
24,41.4100000858,157.339997768
24,42,143.640000343
24,41.5899999142,151.740001202
24,41.4100000858,157.539999485
24,42,153.589999914
24,41.5899999142,153.820000172
24,41.4100000858,158.280000687
24,42,157.259998798
24,41.5899999142,145.719999313
24,41.4100000858,155.76000309
24,42,185.610001802
24,41.5899999142,208.660002232
24,41.4100000858,245.320004463
24,42,231.309990644
24,41.5899999142,160.029998541
24,41.4100000858,129.909995794
24,42,120.270004034
24,41.5899999142,189.000008583
23.1799998283,41.4100000858,205.359991074
22.8200001717,42,144.410000086
24,41.5899999142,146.230000257
24,41.4100000858,150.050000429
24,42,151.769999743
24,41.5899999142,148.769999743
24,41.4100000858,147.820000172
24,42,147.359999657
24,41.5899999142,146.230000257
24,41.4100000858,150.050000429
24.4100000858,42,152.589999914
24.5899999142,41.5899999142,152
24,41.4100000858,152.410000086
