"DispFrames","NoAudioPlayed","NoRTPPkts"
13,0,374.979980946
13,0,260.810003519
13.4100000858,0,273.519997597
13.5899999142,0,290.210006952
13,0,290.849990129
13,0,245.140004635
13,0,264.699997425
13,0,232.649996996
13,0,212.410000086
13.4100000858,0,226.120002747
13.5899999142,0,266.730004549
13,0,293.07999897
13,0,284.359999657
13,0,284.870000601
13,0,314.010005236
13,0,312.279992104
13.4100000858,0,261.280000687
13.5899999142,0,246.31999588
13,0,247.52000618
13,0,259.659993649
13,0,236.090004206
13,0,251.059997082
13,0,246.990003347
13.4100000858,0,263.849998713
13.5899999142,0,248.029998541
13,0,224.469997168
13,0,214.430001974
13,0,233.330001116
13,0,242.640000343
13,0,240.489999056
13.4100000858,0,220.059997082
13.5899999142,0,203.690000772
13,0,211.050000429
13,0,218.100000858
13,0,225.640000343
13,0,245.220003605
13,0,256.469997168
13.4100000858,0,227.15999794
13.5899999142,0,228.170003176
13,0,254.100000858
13,0,272.300002575
13,0,254.739992619
13,0,217.120002747
13,0,228.209998369
13.4100000858,0,228.070002317
13.5899999142,0,246.050000429
13,0,219.47999382
13,0,158.139996052
13,0,132.640000343
13,0,134.179999828
13.4100000858,0,134.230000257
13.5899999142,0,136
13,0,135.589999914
13,0,142.790001631
13,33.6200070381,141.699997425
13,65.5999965668,123.589999914
13.4100000858,42,123
14.4100000858,41.5899999142,123.410000086
18.6900007725,41.4100000858,124.410000086
24,42,123.359999657
23.5899999142,41.5899999142,120.589999914
23.4100000858,41.4100000858,121.640000343
24,42,124.410000086
24,41.5899999142,124.179999828
24,41.4100000858,123.820000172
24,42,124.179999828
24,41.5899999142,123
24,41.4100000858,122.589999914
24,42,134.710002661
24,41.5899999142,139.879997253
24,41.4100000858,118.949999571
24,42,124.610001802
24,41.5899999142,137.820000172
24,41.4100000858,155.810003519
24,42,182.050000429
24,41.5899999142,185
24,41.4100000858,185.410000086
24,42,186.410000086
24,41.5899999142,179.209998369
24,41.4100000858,151.189996481
24,42,124.129999399
24,41.5899999142,152.800006866
24,41.4100000858,193.439998627
24,42,173.749997854
24,41.5899999142,148.749997854
24,41.4100000858,138.510000944
24,42,152.380001545
24,41.5899999142,171.200001717
24,41.4100000858,196.120002747
24,42,219.510000944
24,41.5899999142,230.92000103
24,41.4100000858,239.230000257
24,42,241
24,41.5899999142,241
24,41.4100000858,241
23.5899999142,42,255.350003004
23.4100000858,41.5899999142,292.400003433
24,41.4100000858,313.949999571
24,42,305.669998884
24,41.5899999142,293.489999056
24,41.4100000858,284.539999485
24,42,281.820000172
24,41.5899999142,285.870000601
24,41.4100000858,281.799998283
24,42,256.469997168
24,41.5899999142,237
24,41.4100000858,238.230000257
24,42,244.100000858
24,41.5899999142,251.640000343
24,41.4100000858,254.820000172
24,42,254.769999743
24,41.5899999142,253
24,41.4100000858,253.820000172
24,42,254.589999914
24,41.5899999142,257.280000687
24,41.4100000858,231.249993563
24,42,191.92000103
24,41.5899999142,198.179999828
24,41.4100000858,198.230000257
24,42,212.710002661
24,41.5899999142,246.170003176
24,41.4100000858,266.769999743
24,42,244.089995623
24,41.5899999142,195.139996052
24,41.4100000858,168
24,42,167.589999914
24,41.5899999142,167.820000172
24,41.4100000858,168.179999828
24,42,166.589999914
24,41.5899999142,167.640000343
24,41.4100000858,171.230000257
24,42,175.050000429
24,41.5899999142,177.179999828
24,41.4100000858,174.769999743
24,42,173
24,41.5899999142,173.820000172
24,41.4100000858,177.460000515
24,42,180.589999914
24,41.5899999142,179.589999914
24,41.4100000858,178.179999828
23.5899999142,42,176.589999914
23.4100000858,41.5899999142,176
24,41.4100000858,168.209998369
24,42,155.359999657
24,41.5899999142,153
24,41.4100000858,154.230000257
24,42,156
24,41.5899999142,155.179999828
24,41.4100000858,155.640000343
24,41.5899999142,157.589999914
24,41.4100000858,159.870000601
24,42,164
24,41.5899999142,162.769999743
24,41.4100000858,161.820000172
24,42,160.539999485
24,42,136.909995794
24,41.5899999142,126.450003862
24,41.4100000858,130.859995365
19.4899990559,42,117.040003777
13,41.5899999142,127.009996653
15.460000515,41.4100000858,120.400003433
20.6400003433,42,150.560001373
19.7199993134,41.5899999142,115.71999073
14.5899999142,41.4100000858,98.3300096989
13.5899999142,42,166.230000257
15.0500004292,41.5899999142,217.2000103
18.8200001717,41.4100000858,190.829979658
17.1299993992,42,100.2000103
13,41.5899999142,171.820000172
13.4100000858,41.4100000858,175.050000429
15.2300002575,42,180.870000601
17,41.5899999142,184.179999828
15.7699997425,41.4100000858,183.820000172
13.5899999142,42,185
13,41.5899999142,184.589999914
15.0500004292,41.4100000858,184.820000172
18.8200001717,42,185.589999914
17.1299993992,41.5899999142,182.949999571
13,41.4100000858,182.050000429
13.4100000858,42,183.359999657
15.6400003433,41.5899999142,127.289988756
16.3599996567,41.4100000858,103.710011244
13.5899999142,42,181.820000172
13.4100000858,41.5899999142,145.689992189
13.5899999142,41.4100000858,91.1799998283
14.2300002575,42,72.7799963951
14.7699997425,41.5899999142,66.4500038624
13,41.4100000858,93
13.4100000858,41.5899999142,74.9599962234
13.5899999142,41.4100000858,67.8600039482
14.2300002575,42,95.4100000858
15.5899999142,41.5899999142,77.1399960518
14.5899999142,41.4100000858,68.4500038624
13.5899999142,42,89.6699988842
13,41.5899999142,68.0599970818
14.6400003433,41.4100000858,63.5800032616
15.7699997425,42,85.5899999142
13.5899999142,42,69.8299968243
13,41.5899999142,63.1700031757
13.4100000858,41.4100000858,70.6499969959
15.2300002575,42,64.7600030899
15.7699997425,41.5899999142,85.5899999142
13.5899999142,41.4100000858,88.2800006866
13,42,93.4100000858
13.4100000858,41.5899999142,94
15.2300002575,41.4100000858,76.7799963951
16.5899999142,42,67.9900033474
14.7699997425,41.5899999142,91.4100000858
13,41.4100000858,93.2300002575
13,42,76.5499961376
14.6400003433,41.5899999142,67.6300036907
15.7699997425,41.4100000858,93.8200001717
13.5899999142,42,94.5899999142
13,41.5899999142,75.5499961376
13,41.4100000858,68.270004034
14.6400003433,42,95.1799998283
15.7699997425,41.5899999142,94.4100000858
13.5899999142,41.4100000858,94.5899999142
13.4100000858,41.5899999142,75.5499961376
13.5899999142,41.4100000858,67.8600039482
14.6400003433,42,93.7699997425
15.3599996567,41.5899999142,74.3699963093
13,41.4100000858,65.8100035191
13,42,72.7799963951
13,41.5899999142,65.2200036049
14.6400003433,41.4100000858,90.8200001717
15.7699997425,42,87.8999991417
13.5899999142,41.5899999142,68.0599970818
13,41.4100000858,62.7600030899
13,42,69.2399969101
14.6400003433,42,61.5300028324
15.3599996567,41.5899999142,81.4100000858
13,41.4100000858,68.0599970818
13.4100000858,42,61.1200027466
13.5899999142,41.5899999142,66.4699971676
14.2300002575,41.4100000858,61.7600030899
15.1799998283,41.5899999142,82.5899999142
13.5899999142,41.4100000858,68.8799972534
13,42,68.4500038624
13.4100000858,42,94.1799998283
14.8200001717,41.5899999142,90.1299993992
14.7699997425,41.4100000858,70.0099966526
13,42,65.8600039482
13,41.5899999142,75.3699963093
13.4100000858,41.4100000858,66.4000034332
14.4100000858,41.5899999142,71.9599962234
14.1799998283,41.4100000858,64.0400037766
13,42,72.3699963093
13,42,74.0600056648
13,41.5899999142,85.5299942493
13.8200001717,41.4100000858,67.3200044632
14.1799998283,41.5899999142,77.0899956226
13,41.4100000858,46.5899999142
13,42,74.7000060081
13,41.5899999142,86.889993906
13.8200001717,41.4100000858,45
14.1799998283,42,74.110006094
13,42,87.2999939919
13,41.5899999142,46
13,41,73.0600056648
13.4100000858,41.4100000858,84.9399943352
13.5899999142,42,72.650005579
13.4100000858,42,84.7599945068
13.5899999142,42,46.1799998283
13,41.5899999142,71.2400054932
14.2300002575,41.4100000858,83.5799946785
14.7699997425,41.5899999142,46.5899999142
13,41.4100000858,71.4200053215
13,42,82.9899947643
13,41.5899999142,69.1400046349
14.2300002575,41.4100000858,78.4499952793
14.7699997425,42,46
13,41.5899999142,68.1400046349
13,41.4100000858,77.8599953651
13,42,46.4100000858
13.8200001717,42,69.5500047207
14.1799998283,41.5899999142,78.2199950218
13,41.4100000858,45.2300002575
13,41.5899999142,69.5500047207
13,41.4100000858,79.0399951935
14.2300002575,42,46.4100000858
14.7699997425,42,74.4700057507
13,41.5899999142,85.7099940777
13,41.4100000858,45
13,42,73.7000060081
13.4100000858,41.5899999142,86.2999939919
14,41,72.4700057507
13.5899999142,41.8200001717,84.9399943352
13,42.1799998283,71.8300054073
13,41.4100000858,83.1699945927
13.8200001717,42,45.5899999142
14.1799998283,41.5899999142,45
13,41.4100000858,71.650005579
13,41.5899999142,84.5799946785
13,41.4100000858,73.4200053215
14.2300002575,42,84.1699945927
14.7699997425,42,75.2900059223
13,41.5899999142,87.2999939919
13,41.4100000858,46
13,41.5899999142,73.0600056648
13.4100000858,41.4100000858,84.5299942493
14,42,45.4100000858
13.5899999142,42,73.8800058365
13,41.5899999142,85.7099940777
13,41.4100000858,45.8200001717
14.2300002575,42,76.110006094
14.7699997425,41.5899999142,88.0699937344
13,41.4100000858,74.5200061798
13,41.5899999142,87.4799938202
13,41.4100000858,45.4100000858
13.8200001717,40.3599996567,73.8800058365
14.5899999142,41.2800006866,87.349994421
13.5899999142,28.3699963093,60.4800024033
12.5899999142,1.76999974251,58.1399960518
7.07999897003,49.2000102997,58.4700057507
0,88.0199933052,98.4100000858
0,42,77.269995451
0,42,46
0,41.5899999142,73.4700057507
0,41.4100000858,86.349994421
2.46000051498,42,77.110006094
8.87000060081,41.5899999142,89.0699937344
13,41,45.5899999142
13,41.8200001717,74.9300062656
13,42.1799998283,88.0699937344
14.2300002575,41.4100000858,74.5200061798
14.7699997425,42,87.889993906
13,41.5899999142,46
13,41.4100000858,74.2900059223
13,41.5899999142,86.2999939919
13.8200001717,41.4100000858,45.4100000858
14.1799998283,42,74.7000060081
13,42,87.7099940777
13,41.5899999142,75.7000060081
13.4100000858,41.4100000858,87.889993906
14.4100000858,42,46.8200001717
14.1799998283,41.5899999142,75.8800058365
13.4100000858,41.4100000858,87.7099940777
13.5899999142,42,74.8800058365
13,41.5899999142,86.7099940777
13.8200001717,41.4100000858,46
14.1799998283,42,73.8800058365
13,41.5899999142,85.7099940777
13.4100000858,41.4100000858,72.8800058365
13.5899999142,42,86.7599945068
13.8200001717,41.5899999142,74.0100052357
14.1799998283,41.4100000858,83.7599945068
13,42,46.8200001717
13,41.5899999142,73.8300054073
13.4100000858,41.4100000858,85.1699945927
14.4100000858,42,73.8300054073
14.1799998283,41.5899999142,84.7599945068
13,41.4100000858,72.4200053215
13,42,83.5799946785
13,41.5899999142,72.4200053215
14.6400003433,41.4100000858,83.9899947643
15.3599996567,41.5899999142,71.3700048923
13,41.4100000858,82.0399951935
13,42,69.9100043774
13,42,78.269995451
13.8200001717,41.5899999142,66.6800041199
14.1799998283,41.4100000858,75.3199958801
13,42,65.4500038624
13,41.5899999142,73.1399960518
13,41,45.5899999142
14.2300002575,41.8200001717,65.0900042057
14.7699997425,42.1799998283,73.9099957943
13,41.4100000858,63.4500038624
13,42,71.9599962234
13.4100000858,41.5899999142,67.3200044632
14.4100000858,41.4100000858,77.0899956226
14.5899999142,42,47
13.5899999142,41.5899999142,70.3700048923
13,41.4100000858,107.280000687
13,41.5899999142,85.349994421
13.4100000858,41.4100000858,73.650005579
13.5899999142,42,85.7599945068
13,42,61.5300028324
13,41.5899999142,66.6499969959
13.4100000858,41.4100000858,61.1700031757
14.8200001717,41.5899999142,68.2399969101
14.7699997425,41.4100000858,62.1700031757
13,42,68.8299968243
13,41.5899999142,62.5800032616
13,41.4100000858,69.8299968243
14.6400003433,42,64.4000034332
15.3599996567,42,72.0099966526
13,41.5899999142,65.4000034332
13,41.4100000858,72.1899964809
13,42,64.4000034332
13.8200001717,41.5899999142,70.3699963093
14.5899999142,41.4100000858,63.4500038624
13.5899999142,42,72.7799963951
13,41.5899999142,63.1700031757
13,41.4100000858,70.2399969101
14.6400003433,41.5899999142,64.5800032616
15.3599996567,41.4100000858,88.2300002575
13,42,72.7799963951
13,41.5899999142,66.4500038624
13,41.4100000858,93
14.6400003433,42,74.1399960518
15.3599996567,41.5899999142,47
13,41.4100000858,65.8600039482
13,42,74.5499961376
13,42,67.270004034
14.2300002575,41.5899999142,94.1799998283
14.7699997425,41.4100000858,75.3699963093
13.4100000858,42,68.4500038624
13.5899999142,41.5899999142,75.729995966
13,41.4100000858,66.4500038624
14.2300002575,41.5899999142,74.9599962234
14.7699997425,41.4100000858,67.8600039482
13,42,75.729995966
13.4100000858,41.5899999142,66.4500038624
13.5899999142,41.4100000858,74.1399960518
14.2300002575,42,81.8500072956
14.7699997425,42,98.7899930477
13,41.5899999142,49.3599996567
13.4100000858,41.4100000858,62.9900033474
13.5899999142,42,86
14.2300002575,41.5899999142,70.0099966526
14.7699997425,41.4100000858,62.9900033474
13.4100000858,42,70.4199967384
13.5899999142,41.5899999142,61.9400029182
13,41.4100000858,86.92000103
15.0500004292,42,95.6400003433
16.7699997425,41.5899999142,77.9099957943
14.5899999142,41.4100000858,67.4500038624
13.5899999142,42,94.8200001717
13,41.5899999142,95.5899999142
15.0500004292,41.4100000858,76.5499961376
16.3599996567,42,67.6300036907
13.5899999142,41.5899999142,92.1799998283
13,41.4100000858,89.7699997425
13,42,85.9499995708
14.6400003433,41.5899999142,83.8200001717
16.1799998283,41.4100000858,70.6499969959
14.5899999142,42,61.4800024033
13.5899999142,41.5899999142,87.4300019741
13,41.4100000858,79.6799955368
14.6400003433,42,71.9600048065
15.7699997425,41.5899999142,103.769999743
13.5899999142,41.4100000858,102.820000172
13.4100000858,42,81.0399951935
13.5899999142,41.5899999142,70.1400046349
14.2300002575,41.4100000858,79.8599953651
14.7699997425,42,70.9600048065
13,41.5899999142,103.589999914
13,41.4100000858,80.8599953651
13,41.5899999142,73.190005064
15.0500004292,41.4100000858,107.589999914
16.7699997425,42,118.480002403
14.1799998283,42,114.499995708
13.4100000858,41.5899999142,82.9499995708
13.5899999142,41.4100000858,81.6400003433
14.2300002575,42,82.3599996567
16,41.5899999142,86.9700014591
14.7699997425,41.4100000858,96.5899999142
13.4100000858,41.5899999142,77.9599962234
13.5899999142,41.4100000858,70.4500038624
14.6400003433,42,96.5899999142
17,42,93.1299993992
15.3599996567,41.5899999142,88.1799998283
13,41.4100000858,88.6400003433
13,41.5899999142,90.5899999142
15.0500004292,41.4100000858,89.5899999142
16.7699997425,42,87.3599996567
14.1799998283,41.5899999142,107.140004635
13,41.4100000858,138.589999914
13.4100000858,42,139.230000257
15.2300002575,42,138.949999571
17.4100000858,41.5899999142,134.769999743
15.9499995708,41.4100000858,133.410000086
13,42,118.419996738
13.4100000858,41.5899999142,92.3099992275
15.6400003433,41.4100000858,107.090004206
16.7699997425,41.5899999142,135.179999828
14.1799998283,41.4100000858,117.599996567
13,42,92.7699997425
13.4100000858,42,93.0500004292
15.2300002575,41.5899999142,94.7699997425
18.6400003433,41.4100000858,92.5899999142
17.7199993134,42,93.6400003433
13,41.5899999142,117.320004463
13,41.4100000858,150.050000429
14.6400003433,41.5899999142,151.769999743
18.6400003433,41.4100000858,153.280000687
17.7199993134,42,173.170003176
13,42,172.039995193
13.4100000858,41.5899999142,119.729995966
15.2300002575,41.4100000858,114.960004807
19.8700006008,41.5899999142,126.679995537
24,41.4100000858,106.660002232
21.9499995708,42,120.359999657
16.539999485,42,118
15.0500004292,41.5899999142,116.359999657
18.4100000858,41.4100000858,111.949999571
16.539999485,42,119.660002232
13,41.5899999142,138.280000687
13.4100000858,41,146.280000687
15.2300002575,41.8200001717,153.870000601
17.4100000858,42.1799998283,114.129990816
15.9499995708,41.4100000858,73.1400046349
13,42,121.810003519
13,41.5899999142,140.259998798
15.460000515,41.4100000858,137.740001202
19,42,153.790001631
16.539999485,41.5899999142,164.589999914
13,41,154.979998112
13,41.8200001717,187.510009527
15.0500004292,42.1799998283,218.55999279
20.460000515,41.4100000858,216.970010042
23.5899999142,42,238.029989958
18.8999991417,41.5899999142,169.410000086
13,41.4100000858,167.949999571
15.0500004292,41.5899999142,234.700014591
20.460000515,41.4100000858,241.109980345
23.1799998283,42,108.460000515
18.7199993134,42,131.68000412
13.5899999142,41.5899999142,137.449995279
14.6400003433,41.4100000858,106.640000343
19.8700006008,42,129.090004206
19.8999991417,41.5899999142,128.069993734
13.5899999142,41.4100000858,83.7699997425
13,42,85.6900007725
15.0500004292,41.5899999142,91
20.460000515,41.4100000858,150.860012531
23.5899999142,42,195.999991417
19.7199993134,41.5899999142,161.60000515
14.1799998283,41.4100000858,164.609993219
15.0500004292,41.5899999142,121.280000687
20.460000515,41.4100000858,127.640000343
21.1299993992,42,193.96001339
15.7699997425,42,235.979989529
13.5899999142,41.5899999142,158.669998884
14.6400003433,41.4100000858,151.820000172
19.8700006008,42,193.590008497
24,41.5899999142,242.979998112
23.5899999142,41.4100000858,194.329992533
18.8999991417,42,186.460009098
15.460000515,41.5899999142,212.509992361
21.0500004292,41.4100000858,182.960004807
24,42,229.940002918
24,41.5899999142,210.63999176
19.4899990559,41.4100000858,173.270004034
15.0500004292,42,164.919992447
20.460000515,41.5899999142,135.140004635
24,41.4100000858,137.069993734
24,41.5899999142,130.490007639
21.9499995708,41.4100000858,179.309999228
18.5899999142,42,173.179999828
20.460000515,42,147.809994936
24,41.5899999142,132.270004034
24,41.4100000858,169.84000206
24,42,149.149992704
21.9499995708,41.5899999142,124.420005322
21.0500004292,41.4100000858,160.589999914
24,41.5899999142,161.640000343
24,41.4100000858,159.07999897
24,42,158.970001459
24,42,157.929997683
24,41.5899999142,157.580003262
24.4100000858,41.4100000858,173.439998627
25,41.5899999142,193.110006094
25,41.4100000858,228.439998627
24.5899999142,42,224.330001116
24.8200001717,41.5899999142,230.769999743
25.1799998283,41.4100000858,216.289997339
24.4100000858,42,194.309999228
25.4100000858,42,193.92000103
25.5899999142,41.5899999142,223.960004807
24.5899999142,41.4100000858,225.839993477
24.4100000858,42,193.300002575
25,41.5899999142,209.359999657
25,41.4100000858,213.150001287
24.5899999142,42,191.659993649
24.4100000858,41.5899999142,149.640000343
24.5899999142,41.4100000858,155.280000687
24,42,179.68000412
24,41.5899999142,180.529994249
24.4100000858,41.4100000858,146.330001116
24.5899999142,41.5899999142,170.400003433
24,41.4100000858,209.990003347
24,42,208.809994936
24.4100000858,42,197.370004892
25,41.5899999142,243.300002575
25,41.4100000858,256.07999897
24.5899999142,42,219.069993734
24.4100000858,41.5899999142,218.230008841
25.4100000858,41.4100000858,299.910004377
25.5899999142,42,298.019993305
24.5899999142,41.5899999142,284.800006866
24.4100000858,41.4100000858,309.449995279
25,42,263.059997082
25,41.5899999142,213.47999382
24.5899999142,41.4100000858,193.140004635
24.4100000858,42,210.649996996
24.5899999142,41.5899999142,171.549996138
24.4100000858,41.4100000858,166.320004463
24.5899999142,42,183.059997082
24.4100000858,41.5899999142,167.100000858
25,41.4100000858,175.870000601
24.5899999142,41.5899999142,202.550004721
24,41.4100000858,264.110006094
24.4100000858,42,306.820000172
25,42,310.870000601
24.5899999142,41.5899999142,318.280000687
24.8200001717,41.4100000858,335.300002575
25.1799998283,42,353.820000172
24.4100000858,36.2599987984,357.870000601
25,16.5199975967,379.630003691
25,0,415.250002146
25,0,450.090004206
25,0,378.139978886
25,0,230.539999485
25.4100000858,0,259.390006781
25.1799998283,0,283.039995193
24.4100000858,0,267.220003605
25,0,308.810003519
25.4100000858,0,309.219995022
25.5899999142,0,309.030007124
25,0,353.07999897
25,0,365.270004034
25,0,363.47999382
25.4100000858,0,320.589999914
25.5899999142,0,283.919992447
24.5899999142,0,263.160006523
24.4100000858,0,285.859995365
25,0,269.990003347
25,0,281.109997511
25,0,260.719999313
25,0,262.560001373
24.5899999142,0,257.649996996
24,0,231.259998798
24.8200001717,0,257.44000721
25.1799998283,0,302.489999056
24.4100000858,0,277.139996052
25,0,269.270004034
25,0,324.060005665
25,0,338.39999485
25,0,334.570006609
24.5899999142,0,350.889993906
24.8200001717,0,305.719999313
25.1799998283,0,292.389998198
24,0,300.090004206
24.4100000858,0,288.819991589
24.5899999142,0,262.980006695
24,0,293.829996824
24,0,297.010005236
24.4100000858,0,298.149992704
25,0,314.010013819
24.5899999142,0,361.849990129
24,0,345.250010729
24.4100000858,0,355.859986782
25,0,257.209998369
25,0,288.230008841
24.5899999142,0,330.139996052
24.4100000858,0,284.959996223
25,0,252.439998627
25,0,249.150001287
24.5899999142,0,254.309999228
24.4100000858,0,242.849998713
24.5899999142,0,247.530002832
24.4100000858,0,239.529994249
25,0,326.280026436
25,0,405.909978628
25,0,270.890002489
25,0,281.849998713
24.5899999142,0,288.170003176
24.4100000858,0,290.31999588
25,0,286.190005064
24.5899999142,0,318.949999571
24.4100000858,0,298.779996395
24.5899999142,0,248.989994764
24.8200001717,0,219.970001459
25.5899999142,0,271.410008669
24.5899999142,0,305.169994593
24.4100000858,0,265.949999571
24.5899999142,0,242.499995708
24.4100000858,0,219.150001287
25,0,237.020001888
25,0,249.179999828
24.5899999142,0,293.920009613
24,0,339.909995794
24.4100000858,0,348.720007896
24.5899999142,0,345.599987984
24.4100000858,0,265.050000429
24.5899999142,0,259.799998283
24,0,237.749997854
24.4100000858,0,217.669998884
25,0,227.630003691
24.5899999142,0,259.970001459
24.4100000858,0,246.629995108
24.5899999142,0,235.550004721
24.4100000858,0,265.539999485
25.4100000858,0,254.209998369
25.1799998283,0,276.620007038
24.4100000858,0,311.469997168
24.5899999142,0,296.92000103
24,0,267.919992447
24.4100000858,0,229.530002832
22.9499995708,0,267.040003777
20,0,293
23.2800006866,0,287.259998798
26.7699997425,0,249.069993734
22.539999485,0,240.44000721
19,0,251.459991932
19.8200001717,0,209.530002832
23.0500004292,0,251.550004721
26.8200001717,0,263.499995708
24.3099992275,0,254.910004377
20.2300002575,0,295.250002146
23.2300002575,0,313.280000687
25.8200001717,0,302.419996738
27,0,272.619998455
24.539999485,0,241.089995623
19.7699997425,0,284.390015364
19.2300002575,0,374.009996653
23.460000515,0,327.219995022
27,0,265.529994249
25.7699997425,0,242.810003519
21.9499995708,0,300.210006952
20.2300002575,0,357.430001974
25.2800006866,0,341.889993906
29.5899999142,0,241.369987726
26.9499995708,0,175.450003862
22.3599996567,0,186.829996824
20.8200001717,0,181.400003433
24.0500004292,0,191.469997168
28.2300002575,0,173.230000257
28.3599996567,0,181.150001287
25.1799998283,0,192.460000515
24,0,198.460000515
24,0,199.949999571
24.4100000858,0,191.259998798
25,0,179.719999313
24.5899999142,0,173.359999657
24,0,177.150001287
24,0,181.489999056
24.4100000858,0,171.719999313
25.4100000858,0,167.410000086
25.1799998283,0,177.020001888
24,0,192.460000515
24.4100000858,0,189.439998627
25,0,189.84000206
25.4100000858,0,199.07999897
25.5899999142,0,199.380001545
24.5899999142,0,213.280000687
24.4100000858,0,215.129999399
25.4100000858,0,210.179999828
25.5899999142,0,208.179999828
24.5899999142,0,205.769999743
24.4100000858,0,193.339997768
25,0,189.480002403
25,0,216.250002146
25,0,217.879997253
25,0,192.439998627
24.5899999142,0,192.430001974
24,0,202.719999313
24.4100000858,0,196.769999743
25.4100000858,0,195.820000172
25.5899999142,0,197.410000086
25,0,188.979998112
24.5899999142,0,185.430001974
24.8200001717,0,180.139996052
25.5899999142,0,199.330009699
24.5899999142,0,295.930006266
22.3599996567,0,311.119994164
18.7699997425,0,286.580003262
20.6900007725,0,286.859995365
23.539999485,0,246.389998198
21.2300002575,0,231.949999571
24.2300002575,0,233.92000103
27.2300002575,0,242.640000343
28.5899999142,0,246.230000257
24.7199993134,0,227.909995794
19.5899999142,0,205.150001287
19.4100000858,0,204.569998026
21.2300002575,0,177.879997253
24.6400003433,0,166.380001545
24.539999485,0,168.389998198
20.1799998283,0,206.840010643
19.4100000858,0,249.249993563
23.2800006866,0,221.400003433
28,0,254.430001974
25.539999485,0,239.299993992
21.1799998283,0,213.170003176
20.8200001717,0,246.070002317
25.2800006866,0,272.250002146
28.7699997425,0,283.309999228
25.3599996567,0,260.779996395
21.7699997425,0,261.420005322
19.5899999142,0,275.859995365
22.6900007725,0,227.189996481
28,0,222.270004034
26.7699997425,0,251.230000257
23.7699997425,0,239.059997082
22.8200001717,0,238.270004034
24,0,263.539999485
24.4100000858,0,262.870000601
24.5899999142,0,241.989994764
24.4100000858,0,221.990003347
24.1799998283,0,249.100000858
23.4100000858,0,256.640000343
24.4100000858,0,255.309999228
24.5899999142,0,230.31999588
23.5899999142,0,190.519997597
18.8999991417,0,187.120002747
19.5600013733,0,192.469997168
27.7699997425,0,184.480002403
23.539999485,0,229.290005922
20.4100000858,0,259.339997768
22.6400003433,0,244
26.2300002575,0,228.829996824
28,0,234.060005665
24.7199993134,0,285.300002575
20.4100000858,0,301.359999657
22.2300002575,0,252.669990301
25.6400003433,0,205.270004034
27.5899999142,0,236.690000772
24.539999485,0,246.510000944
19.7699997425,0,255.460000515
20.460000515,0,254.899999142
24.4100000858,0,249.820000172
25,0,252.230000257
23.3599996567,0,257.280000687
19.7699997425,0,238.629995108
19.2300002575,0,209.92000103
23.0500004292,0,205.519997597
26.8200001717,0,220.160006523
25.9499995708,0,237.119994164
20.9499995708,0,189.209998369
19.2300002575,0,197.68000412
22.2300002575,0,237.890002489
26.0500004292,0,262.790001631
27.7699997425,0,255.549996138
25.5899999142,0,199.47999382
24.5899999142,0,163.150001287
24,0,182.660002232
24.8200001717,0,205.790001631
26,0,207.569998026
25.1799998283,0,184.569998026
24,0,173.050000429
24.8200001717,0,188.300002575
25.5899999142,0,196.15999794
25.4100000858,0,180.359999657
25.5899999142,0,185.380001545
25,0,194.359999657
25,0,185.029998541
25.4100000858,0,181.970001459
26.4100000858,0,184.209998369
26.1799998283,0,176.690000772
24.5899999142,0,175.029998541
24.4100000858,0,176.890002489
25,0,198.100000858
25,0,204.820000172
25,0,203.949999571
24.5899999142,0,192.799998283
24.4100000858,0,190.84000206
25,0,198.439998627
25,0,225.490007639
24.5899999142,0,273.899999142
24.4100000858,0,271.280000687
24.1799998283,0,254.269995451
23.8200001717,0,213.569998026
24.5899999142,0,181.549996138
19.8999991417,0,155
13.5899999142,0,154.179999828
13,0,157.510000944
13.4100000858,26.650005579,170.150001287
18.1000008583,55.1599979401,184.740001202
24,41.4100000858,190.129999399
24,42,185.179999828
24,41.5899999142,182.769999743
24,41.4100000858,180.179999828
24,42,176.539999485
24,41.5899999142,174.230000257
24,41.4100000858,175.179999828
24,42,174.820000172
24,41.5899999142,171.07999897
24,41.4100000858,159.07999897
24,42,151.589999914
24,41.5899999142,153.460000515
24,41.4100000858,165.200001717
24,42,184.790001631
24,41.5899999142,196.820000172
24,41.4100000858,189.389998198
24,42,169.209998369
24,41.5899999142,154.309999228
24,41.4100000858,147.769999743
24,42,147.640000343
24,41.5899999142,152.050000429
24,41.4100000858,152.949999571
24,42,150.820000172
24,41.5899999142,147.899999142
23.5899999142,41.4100000858,141.589999914
23.4100000858,42,140.179999828
24,41.5899999142,139.820000172
24,41.4100000858,141.410000086
24,42,143.230000257
24,41.5899999142,146.230000257
24,41.4100000858,148.820000172
24,42,149.179999828
24,41.5899999142,150.870000601
24,41.4100000858,152.129999399
24,42,145.539999485
24,41.5899999142,142.410000086
24,41.4100000858,145.870000601
24,42,154.510000944
24,41.5899999142,161.410000086
24,41.4100000858,162.820000172
24,42,166.460000515
24,41.5899999142,169.589999914
24,41.4100000858,172.690000772
24,42,165.699997425
24,41.5899999142,147.179999828
24,41.4100000858,149.690000772
24,42,158.280000687
24,41.5899999142,162.589999914
24,41.4100000858,166.100000858
24,42,173.640000343
24,41.5899999142,171.07999897
24,41.4100000858,161.949999571
24,42,165.150001287
24,41.5899999142,168.259998798
24,41.4100000858,157.949999571
24,42,153.769999743
24,41.5899999142,154.050000429
24,41.4100000858,159.870000601
