"all_..idle","X..memused","X..swpused","proc.s","cswch.s","file.nr","sum_intr.s","rtps","ldavg.1","tcpsck"
94.57,4.05,0.1,0,5810,2304,6051,0,1.58,20
97.25,4.05,0.1,0,2621,2304,2521,0,1.58,20
97.83,4.05,0.1,0,2152,2304,1985,0,1.46,20
97.87,4.06,0.1,10,1265,2304,1304,0,1.46,20
97.54,4.07,0.1,0,1080,2304,910,54,1.46,20
98.38,4.08,0.1,0,1029,2304,739,0,1.46,20
96.88,4.08,0.1,11,1828,2304,1773,0,1.46,20
96.66,4.09,0.1,11,1186,2304,1380,0,1.34,20
96.75,4.09,0.1,3,1419,2352,1508,0,1.34,20
96.5,4.1,0.1,0,1753,2352,1569,0,1.34,20
96.75,4.11,0.1,0,1613,2352,1572,0,1.34,20
96.58,4.11,0.1,0,1720,2352,1633,0,1.34,20
97.33,4.12,0.1,0,1788,2352,1525,0,1.39,20
96.38,4.12,0.1,10,1646,2352,2216,0,1.39,21
94.41,4.17,0.1,9,2427,2352,2574,0,1.39,21
95.21,4.17,0.1,0,2135,2352,2062,0,1.39,21
94.99,4.18,0.1,0,2125,2352,2211,0,1.39,21
95.08,4.19,0.1,0,2050,2352,2066,0,1.28,21
93.95,4.2,0.1,10,2378,2352,2742,0,1.28,21
93,4.2,0.1,0,3451.49,2352,3664.36,0,1.28,21
93.79,4.21,0.1,4,3069,2400,3263,0,1.28,21
93.29,4.21,0.1,18,3070,2400,3385,0,1.28,21
93.17,4.21,0.1,3,2998,2400,3358,0,1.26,21
92.83,4.21,0.1,0,2991,2400,3209,0,1.26,21
93.53,4.22,0.1,0,3388,2400,3449,0,1.26,21
93.54,4.23,0.1,0,3185,2400,3392,0,1.26,21
93.57,4.24,0.1,0,2833,2400,3026,0,1.26,21
92.33,4.25,0.1,10,3885,2400,4421,54,1.16,21
93.25,4.26,0.1,0,3043,2400,3234,0,1.16,21
91.87,4.26,0.1,0,3632,2400,3966,0,1.16,21
92.54,4.26,0.1,0,3800,2400,3953,0,1.16,21
93.28,4.26,0.1,0,3579,2400,3794,0,1.16,21
92.62,4.27,0.1,0,2658,2400,2901,0,1.07,21
92.37,4.28,0.1,10,3467,2400,4181,0,1.07,21
93.32,4.28,0.1,0,3090,2400,3319,0,1.07,21
92.46,4.29,0.1,4,3084,2400,3510,0,1.07,21
92.25,4.29,0.1,18,4005,2352,4611,0,1.07,21
92.15,4.3,0.1,3,3400,2352,3842,0,0.98,21
93.2,4.3,0.1,0,3029,2352,3215,0,0.98,21
91.88,4.3,0.1,0,3498,2352,3733,0,0.98,21
91.79,4.31,0.1,0,4435,2352,4724,54,0.98,21
93.79,4.31,0.1,0,4075,2352,4229,0,0.98,21
92.49,4.31,0.1,10,3194,2352,3818,0,0.9,21
92.78,4.31,0.1,0,2784,2352,3035,0,0.9,21
93.99,4.31,0.1,0,3112,2352,3281,0,0.9,21
92.92,4.31,0.1,0,2228,2352,2358,0,0.9,21
92.33,4.31,0.1,0,3276,2352,3559,0,0.9,21
92.38,4.32,0.1,0,3533,2352,3805,0,0.83,21
93.94,4.33,0.1,10,3344,2352,3711,0,0.83,21
94.08,4.33,0.1,0,2745,2352,2844,0,0.83,21
93.02,4.34,0.1,7,2935,2400,3403,0,0.83,21
94.08,4.35,0.1,18,2637,2448,3106,0,0.83,21
92.99,4.35,0.1,3,2852,2448,3139,0,0.76,21
93.29,4.36,0.1,0,2608,2448,2800,0,0.76,21
93.7,4.37,0.1,0,2986,2448,3111,0,0.76,21
91.63,4.38,0.1,0,3291,2448,3632,0,0.76,21
92.37,4.39,0.1,0,3910,2448,4191,52,0.76,21
92.71,4.4,0.1,10,3818,2448,4297,0,0.7,21
93.11,4.41,0.1,0,5363,2448,3713,0,0.7,21
93.5,4.42,0.1,0,7451,2448,4018,0,0.7,21
92.49,4.42,0.1,0,7515,2448,4036,0,0.7,21
90.45,4.47,0.1,9,8194,2448,5484,0,0.7,22
87.89,4.5,0.1,9,4598,2448,8999,0,0.81,23
85.68,4.51,0.1,10,5909,2448,6951,0,0.81,23
87.07,4.52,0.1,0,5254,2448,5815,0,0.81,23
86.62,4.53,0.1,4,5475,2448,6237,0,0.81,23
86.31,4.54,0.1,18,5624,2448,6482,0,0.81,23
85.89,4.55,0.1,3,5481,2496,6298,0,0.9,24
84.93,4.57,0.1,9,7124,2496,8813,0,0.9,24
86.5,4.58,0.1,0,6334,2496,7007,54,0.9,24
86.13,4.59,0.1,0,6081,2496,6825,0,0.9,24
85.37,4.6,0.1,0,5830,2496,6585,0,0.9,24
85.14,4.61,0.1,10,6128,2496,7212,0,0.99,24
86.62,4.61,0.1,0,6762,2496,7472,0,0.99,24
85.71,4.63,0.1,0,6958,2496,7719,0,0.99,24
85.23,4.64,0.1,0,6435,2496,7187,0,0.99,24
86.07,4.64,0.1,0,6182,2496,6928,0,0.99,24
85.7,4.66,0.1,0,6371,2496,7199,54,1.23,24
85.97,4.68,0.1,10,6433,2496,7592,0,1.23,24
82.58,4.7,0.1,9,7055,2496,9919,0,1.23,25
82.48,4.72,0.1,4,8272,2544,8245,0,1.23,25
78.57,4.75,0.1,27,8135,2496,11926,0,1.23,26
78.23,4.76,0.1,3,9350,2496,10584,0,1.53,26
80.61,4.77,0.1,0,9371,2496,10322,0,1.53,26
79.12,4.78,0.1,0,9803,2496,10645,54,1.53,26
79.95,4.78,0.1,0,8984,2496,9894,0,1.53,26
79.64,4.79,0.1,0,8402,2496,9414,0,1.53,26
79.21,4.84,0.1,19,8823,2496,10498,0,1.81,27
75.44,4.85,0.1,0,9391,2496,10895,0,1.81,27
77.11,4.86,0.1,0,9132,2496,10463,0,1.81,27
76.34,4.87,0.1,0,9273,2496,10384,54,1.81,27
76.66,4.88,0.1,0,9478,2496,10702,0,1.81,27
75.68,4.88,0.1,0,9539,2496,10871,0,2.07,27
76.09,4.89,0.1,10,10452,2496,11862,0,2.07,27
74.48,4.92,0.1,9,10784,2496,12788,0,2.07,29
66.78,4.96,0.1,13,12267,2448,17356,0,2.07,29
69.46,4.97,0.1,18,12134,2448,13807,0,2.07,29
69.73,4.99,0.1,3,11706,2448,13521,52,2.86,29
69.93,5,0.1,0,11305,2448,12909,0,2.86,29
67.59,5,0.1,0,13852,2448,14378,0,2.86,29
62.99,5.02,0.1,9,13618,2448,17128,0,2.86,30
58.02,5.08,0.1,9,13944,2448,16187,56,2.86,31
62.56,5.09,0.1,10,14266,2448,15964,0,3.83,31
63.41,5.09,0.1,0,14602,2448,16314,0,3.83,31
63.59,5.1,0.1,0,14346,2448,15904,0,3.83,31
63.86,5.1,0.1,0,14880,2448,16334,0,3.83,31
62.88,5.12,0.1,0,13865,2448,15402,52,3.83,31
63.23,5.12,0.1,0,13990,2448,15495,0,4.57,31
63.5,5.13,0.1,10,14649,2448,16176,0,4.57,31
63.26,5.14,0.1,0,13986,2448,15780,0,4.57,31
62.94,5.15,0.1,4,13348,2496,14979,0,4.57,31
63.72,5.16,0.1,1,13972,2496,15545,0,4.57,31
63.45,5.17,0.1,17,15123,2496,16638,0,5.08,31
63.99,5.18,0.1,3,14181,2496,15463,0,5.08,31
65.61,5.2,0.1,9,12637,2496,14427,54,5.08,31
62.57,5.2,0.1,0,12102,2496,13673,0,5.08,31
64,5.21,0.1,0,14066,2496,15562,0,5.08,31
63.74,5.22,0.1,0,14674,2496,15898,0,5.72,31
64.07,5.23,0.1,10,13555,2544,15160,0,5.72,31
63.27,5.28,0.1,9,12631,2544,14140,0,5.72,32
59.66,5.29,0.1,0,14550,2544,16042,0,5.72,32
60.65,5.31,0.1,0,14645,2544,16099,54,5.72,32
61.12,5.31,0.1,0,14612,2544,16208,0,6.06,32
58.89,5.32,0.1,0,15370,2544,16769,0,6.06,32
59.66,5.33,0.1,10,17780,2544,19364,0,6.06,32
59.62,5.35,0.1,0,17243,2544,18611,0,6.06,32
59.8,5.36,0.1,4,17217,2544,18546,0,6.06,32
60.82,5.37,0.1,18,16748,2496,18394,0,6.37,32
59.63,5.39,0.1,3,15603,2496,17132,0,6.37,32
61.85,5.4,0.1,0,14787,2496,16092,0,6.37,32
60.16,5.41,0.1,0,14733,2496,16287,54,6.37,32
60.65,5.42,0.1,0,14759,2496,16056,0,6.37,32
60.76,5.43,0.1,0,15751,2496,16900,0,6.83,32
59.62,5.44,0.1,19,14882,2496,19910,0,6.83,31
59.86,5.44,0.1,0,15402,2496,16895,0,6.83,31
61.12,5.45,0.1,0,15870,2496,17081,0,6.83,31
61.75,5.45,0.1,0,15662,2496,16860,0,6.83,31
60.03,5.46,0.1,9,14221,2496,16709,0,6.92,31
59.04,5.48,0.1,0,16139,2496,17713,54,6.92,31
59.92,5.47,0.1,19,16130,2496,21581,0,6.92,31
58.96,5.49,0.1,0,15310,2496,16927,0,6.92,31
61.36,5.49,0.1,4,15285,2496,16476,0,6.92,31
60.61,5.5,0.1,18,14643,2496,16297,0,7.09,31
59.53,5.5,0.1,3,14835,2496,16211,0,7.09,31
59.11,5.5,0.1,0,16081,2496,17435,0,7.09,31
59.72,5.5,0.1,0,15770,2496,17199,0,7.09,32
56.36,5.55,0.1,9,16307,2496,19478,0,7.09,32
59.97,5.55,0.1,9,15721,2496,17472,52,7.32,32
56.4,5.56,0.1,10,14568,2496,16735,0,7.32,32
59.5,5.57,0.1,0,15348,2496,17174,0,7.32,32
59.51,5.58,0.1,0,14664,2496,16416,0,7.32,32
60.77,5.58,0.1,0,14132,2496,15804,0,7.32,32
60.39,5.59,0.1,0,13930,2496,15540,0,7.61,32
59.78,5.6,0.1,0,14337,2496,15821,0,7.61,32
57.92,5.61,0.1,10,18566,2496,17508,0,7.61,32
59.06,5.63,0.1,0,14997,2496,16589,54,7.61,32
59.09,5.64,0.1,4,14905,2544,16430,0,7.61,32
61.36,5.63,0.1,18,15069,2496,16628,0,7.73,32
61.76,5.64,0.1,3,14589,2496,15976,0,7.73,32
61.24,5.65,0.1,1,15062,2496,16161,0,7.73,32
60.78,5.66,0.1,0,15205,2496,16555,0,7.73,32
61.25,5.67,0.1,0,16170,2496,17321,0,7.73,32
62.51,5.69,0.1,0,15128,2496,16143,0,7.59,32
62.31,5.7,0.1,10,14504,2496,15750,0,7.59,32
61.53,5.71,0.1,10,14554,2496,16004,0,7.59,33
56.36,5.74,0.1,9,15783,2496,19218,0,7.59,33
56.21,5.77,0.1,9,17078,2496,18827,54,7.59,33
55.68,5.78,0.1,0,17826,2496,19487,0,7.78,34
53.92,5.82,0.1,9,19891,2496,21887,0,7.78,34
54.22,5.84,0.1,10,18385,2496,20350,0,7.78,34
54.12,5.84,0.1,0,17747,2496,19509,0,7.78,34
54.34,5.85,0.1,20,19109,2496,21154,0,7.78,34
53.7,5.86,0.1,11,18890,2496,20696,54,8.2,34
54.39,5.88,0.1,3,17847,2496,19567,0,8.2,34
54.58,5.88,0.1,0,17894,2496,19566,0,8.2,34
51.97,5.93,0.1,9,18290,2496,20520,0,8.2,35
51.72,5.94,0.1,0,18082,2496,19996,0,8.2,35
51.28,5.95,0.1,0,17974,2496,19915,0,8.9,35
50.9,5.93,0.1,10,18920,2544,21059,0,8.9,35
50.08,5.92,0.1,9,18237,2544,20935,0,8.9,35
50.34,5.94,0.1,18,17721,2544,20055,0,8.9,35
50.97,5.94,0.1,0,17116,2544,19208,54,8.9,34
52.71,5.95,0.1,0,16645,2544,18770,0,8.99,33
52.68,5.95,0.1,10,17070,2496,19080,0,8.99,33
51.32,5.96,0.1,0,16400,2496,18633,0,8.99,33
48.88,6.01,0.1,13,17927,2496,20759,0,8.99,34
48.15,6.03,0.1,18,18169,2496,20862,0,8.99,34
48.97,6.04,0.1,3,19003,2496,21378,0,8.99,33
47.25,6.06,0.1,0,19058,2496,21566,0,8.99,33
47.66,6.07,0.1,0,20276,2496,22534,52,8.99,33
47.8,6.08,0.1,0,19690,2496,22290,0,8.99,33
46.89,6.08,0.1,0,19520,2496,22069,0,8.99,33
45.66,6.12,0.1,9,19819,2496,22770,0,9.55,34
42.48,6.13,0.1,10,20272,2544,23144,0,9.55,34
44.45,6.14,0.1,0,20200,2544,22991,0,9.55,34
45.39,6.16,0.1,0,20119,2544,22653,0,9.55,34
43.81,6.17,0.1,0,20871,2544,23643,0,9.55,34
46.15,6.12,0.1,0,20571,2544,23265,0,10.07,34
45.15,6.15,0.1,19,19149,2544,26499,56,10.07,33
50.23,6.1,0.1,9,20416,2544,22546,0,10.07,33
49.37,6.1,0.1,4,18960,2544,21273,0,10.07,33
50.21,6.11,0.1,18,20028,2544,22321,0,10.07,32
52.01,6.12,0.1,3,19337,2544,21445,0,10.3,32
51.2,6.14,0.1,0,18640,2544,20713,0,10.3,32
52.62,6.15,0.1,0,18478,2544,20385,0,10.3,32
50.57,6.15,0.1,0,18834,2544,20825,0,10.3,32
51.91,6.16,0.1,0,18492,2544,20504,0,10.3,32
51.63,6.17,0.1,0,18518,2544,20557,0,10.84,31
51.97,6.18,0.1,10,18685,2544,20893,0,10.84,31
51.8,6.19,0.1,0,19047,2544,20901,52,10.84,31
52.88,6.21,0.1,0,18415,2544,20182,0,10.84,31
52.35,6.22,0.1,0,18617,2544,19962,0,10.84,31
51.08,6.21,0.1,9,17018,2544,19332,0,11.01,31
54.24,6.19,0.1,10,17807,2496,19716,0,11.01,31
56.96,6.2,0.1,0,15479,2496,16856,0,11.01,29
56.09,6.21,0.1,4,15908,2496,17540,0,11.01,29
54.22,6.26,0.1,27,16676,2496,19020,0,11.01,30
51.22,6.27,0.1,3,16838,2496,18858,0,10.53,30
51.5,6.28,0.1,0,17909,2496,19741,0,10.53,30
50.49,6.29,0.1,0,19463,2496,21210,0,10.53,30
49.33,6.3,0.1,0,19861,2496,21655,0,10.53,29
50.51,6.32,0.1,0,19756,2496,21484,0,10.53,28
49.49,6.33,0.1,0,19860,2496,21696,0,10.65,28
50.61,6.34,0.1,10,19863,2544,21932,54,10.65,28
49.15,6.35,0.1,0,18901,2544,20844,0,10.65,28
49.47,6.35,0.1,0,19445,2544,21298,0,10.65,28
48.99,6.37,0.1,9,19885,2544,22006,0,10.65,29
49.87,6.38,0.1,0,19695,2544,21763,0,10.76,29
50.13,6.4,0.1,10,19466,2544,21631,0,10.76,29
51.12,6.44,0.1,9,19111,2544,21629,0,10.76,30
43.84,6.42,0.1,4,19732,2544,22614,0,10.76,30
46.46,6.42,0.1,27,20796,2544,23075,0,10.76,30
49.66,6.41,0.1,3,19086,2544,21399,0,10.7,30
53.29,6.41,0.1,0,19129,2544,20793,0,10.7,30
52.42,6.42,0.1,0,19921,2544,21668,0,10.7,30
52.6,6.43,0.1,0,18601,2544,20554,54,10.7,30
54.19,6.44,0.1,0,17684,2544,19268,0,10.7,30
55.09,6.45,0.1,0,16747,2544,18568,0,10.48,30
53.53,6.46,0.1,10,16787,2544,18949,0,10.48,30
53.64,6.47,0.1,0,18071,2544,19996,0,10.48,29
56.48,6.44,0.1,0,16446,2544,18156,0,10.48,29
58.15,6.45,0.1,0,16215,2544,17692,0,10.48,29
57.66,6.46,0.1,0,16292,2544,17848,0,10.2,29
56.94,6.46,0.1,10,16339,2544,17977,0,10.2,29
58.4,6.47,0.1,0,15677,2544,17302,0,10.2,29
57.54,6.43,0.1,13,14303,2544,15936,0,10.2,29
58.98,6.44,0.1,18,15461,2544,17076,0,10.2,29
60.37,6.44,0.1,3,14240,2544,15663,0,9.79,29
60.64,6.47,0.1,9,13429,2544,15133,52,9.79,30
55.87,6.49,0.1,9,14028,2544,15804,0,9.79,31
53.99,6.51,0.1,0,15801,2544,17633,0,9.79,31
53.91,6.51,0.1,0,16883,2544,18858,0,9.79,31
58.08,6.51,0.1,0,16835,2544,17427,0,9.4,31
57.18,6.51,0.1,10,16051,2544,17382,0,9.4,31
51.62,6.56,0.1,9,17576,2544,20398,0,9.4,32
55.95,6.53,0.1,0,18482,2544,19136,0,9.4,32
54.97,6.55,0.1,0,15650,2544,17512,0,9.4,32
57.78,6.55,0.1,0,15834,2544,17557,0,9.13,32
55.6,6.57,0.1,10,16455,2544,18356,56,9.13,32
57.98,6.58,0.1,0,15495,2544,17153,0,9.13,32
57.73,6.59,0.1,4,15694,2544,17478,0,9.13,32
57.03,6.59,0.1,18,15399,2544,17307,0,9.13,32
58.75,6.59,0.1,12,14828,2544,17177,0,8.88,32
57.27,6.6,0.1,0,14109,2544,15774,0,8.88,32
57.39,6.58,0.1,9,13468,2544,15374,0,8.88,32
59.31,6.59,0.1,0,14404,2544,15613,0,8.88,31
59.76,6.6,0.1,0,13711,2544,15040,52,8.88,31
60.58,6.61,0.1,0,13752,2544,15091,0,9.13,31
59.15,6.63,0.1,19,14000,2592,15850,0,9.13,31
60.02,6.63,0.1,0,13793,2592,15141,0,9.13,31
53.19,6.68,0.1,9,17117,2592,18482,0,9.13,32
52.04,6.69,0.1,0,16342,2592,17757,0,9.13,32
56.6,6.7,0.1,0,15045,2592,16744,0,9.28,32
56.15,6.71,0.1,0,14753,2592,16577,0,9.28,32
53.73,6.73,0.1,10,19716,2592,18302,0,9.28,32
53.13,6.74,0.1,0,18949,2592,19639,0,9.28,32
54.08,6.75,0.1,4,16839,2592,18823,0,9.28,32
51.74,6.79,0.1,27,16438,2544,19333,54,9.26,33
57.1,6.73,0.1,3,14737,2544,16267,0,9.26,33
57.78,6.75,0.1,0,14440,2544,16036,0,9.26,33
58.38,6.76,0.1,0,14521,2544,15924,0,9.26,33
57.21,6.76,0.1,0,14470,2544,15926,0,9.26,33
58.04,6.77,0.1,0,14826,2544,16528,0,9.16,33
58.21,6.79,0.1,0,15724,2544,17296,0,9.16,33
57.23,6.82,0.1,19,17017,2496,18827,0,9.16,33
51.91,6.84,0.1,0,17739,2496,19405,0,9.16,33
52.58,6.88,0.1,9,17930,2496,19794,0,9.16,34
50.19,6.9,0.1,0,19292,2496,21098,0,9.22,33
50.76,6.91,0.1,0,18080,2496,20086,52,9.22,33
50.98,6.92,0.1,10,18749,2496,20838,0,9.22,33
49.41,6.94,0.1,0,18420,2496,20515,0,9.22,33
45.94,6.96,0.1,4,17935,2496,20267,0,9.22,33
43.1,6.98,0.1,27,19924,2544,22933,0,9.45,33
42.84,6.98,0.1,3,19406,2544,21974,0,9.45,33
42.5,6.99,0.1,0,19862,2544,22455,0,9.45,33
42.89,6.96,0.1,8,19449,2544,22047,0,9.45,32
41.19,7,0.1,1,19924,2544,22905,0,9.45,32
47.18,7.01,0.1,9,19013,2544,21564,0,10.21,33
46.95,7.01,0.1,0,18475,2544,20883,54,10.21,33
49.5,7.03,0.1,10,17808,2544,20126,0,10.21,33
50.61,7.04,0.1,0,18022,2544,20130,0,10.21,33
47.42,7.06,0.1,0,16202,2544,18619,0,10.21,33
46.05,7.08,0.1,9,24101,2544,23106,0,10.99,34
44.72,7.09,0.1,0,19981,2544,22756,0,10.99,34
45.74,7.14,0.1,19,22410,2544,24328,0,10.99,35
42.45,7.15,0.1,0,19264,2544,22151,0,10.99,34
44.13,7.16,0.1,4,19605,2592,22428,0,10.99,34
42.26,7.17,0.1,18,19206,2592,22232,0,11.4,34
40.49,7.18,0.1,3,20257,2592,23279,54,11.4,34
40,7.18,0.1,0,20474,2592,23673,0,11.4,34
41.09,7.19,0.1,0,21045,2592,23839,0,11.4,34
39.01,7.2,0.1,0,20180,2592,23230,0,11.4,34
39.67,7.21,0.1,0,21638,2592,24647,0,11.84,33
40.03,7.22,0.1,0,23530,2592,26176,0,11.84,33
38.06,7.24,0.1,9.9,26970.3,2544,26809.9,0,11.84,33
40.64,7.24,0.1,0,21959,2544,25064,0,11.84,33
39.88,7.25,0.1,0,22637,2544,25627,0,11.84,33
41.78,7.26,0.1,0,21837,2544,24776,0,12.1,33
38.01,7.28,0.1,0,21886,2544,25064,52,12.1,33
38.47,7.29,0.1,10,22332,2544,25822,0,12.1,33
38.89,7.3,0.1,0,23308,2544,25994,0,12.1,33
37.98,7.3,0.1,11,20970,2544,24376,0,12.1,33
39.52,7.31,0.1,11,22873,2544,26135,0,12.49,33
37.97,7.32,0.1,3,21274,2544,24710,0,12.49,33
40.42,7.33,0.1,0,21735,2544,24821,0,12.49,33
40.06,7.33,0.1,0,21112,2544,24152,0,12.49,33
39.15,7.33,0.1,0,21774,2544,24965,54,12.49,33
38.48,7.33,0.1,0,26326,2544,26102,0,13.09,33
41.86,7.27,0.1,0,22594,2544,25486,0,13.09,33
41.58,7.32,0.1,19,21661,2544,24475,0,13.09,33
45.12,7.32,0.1,9,22457,2544,24999,0,13.09,33
42.56,7.34,0.1,0,20257,2544,22808,0,13.09,33
45.1,7.34,0.1,0,19332,2544,21938,0,13.24,33
45.82,7.32,0.1,9,18310,2544,20957,0,13.24,33
42.74,7.35,0.1,10,17948,2544,20920,0,13.24,33
45.41,7.36,0.1,4,19755,2544,22447,0,13.24,33
44.79,7.37,0.1,18,18530,2544,21483,0,13.24,32
43.71,7.37,0.1,3,18700,2544,21519,0,13.22,32
43.22,7.38,0.1,0,19870,2544,22181,52,13.22,32
43.64,7.4,0.1,0,19622,2544,22347,0,13.22,32
45.06,7.4,0.1,0,19319,2544,21745,0,13.22,32
44.89,7.41,0.1,0,18376,2544,21019,0,13.22,32
39.56,7.45,0.1,9,19039,2544,22389,0,13.45,33
41.41,7.46,0.1,10,24635,2544,24035,0,13.45,33
41.33,7.49,0.1,9,22302,2544,23578,0,13.45,34
39.43,7.49,0.1,0,23473,2544,23029,0,13.45,34
39.49,7.49,0.1,0,26956,2544,26138,0,13.45,33
40.62,7.49,0.1,0,21662,2544,24583,0,13.81,33
40.19,7.51,0.1,0,20504,2544,23587,54,13.81,33
37.14,7.54,0.1,19,24875,2544,26846,0,13.81,33
38.1,7.54,0.1,4,23017,2544,26478,0,13.81,33
42.6,7.53,0.1,18,21562,2544,24785,0,13.81,33
45.72,7.47,0.1,3,20412,2544,23120,0,13.81,33
47.11,7.48,0.1,0,19500,2544,21924,0,13.91,33
47.71,7.48,0.1,0,19559,2544,21833,0,13.91,33
45.88,7.48,0.1,0,18849,2544,21322,0,13.91,33
46.49,7.49,0.1,0,20011,2544,22528,0,13.91,33
48.21,7.5,0.1,0,19238,2544,21725,52,13.91,33
45.73,7.5,0.1,10,19611,2544,22225,0,13.99,33
45.7,7.51,0.1,0,21565,2544,24036,0,13.99,33
44.17,7.56,0.1,9,21034,2544,24058,0,13.99,34
42.7,7.52,0.1,0,20441,2544,23601,0,13.99,34
48.07,7.53,0.1,0,19367,2544,21852,0,13.99,35
44.01,7.58,0.1,9,19690,2544,22964,0,14.15,35
44.64,7.59,0.1,10,24419,2544,23817,0,14.15,35
44.22,7.63,0.1,13,20928,2592,24174,0,14.15,36
41.48,7.64,0.1,18,20061,2592,23401,0,14.15,36
37.99,7.65,0.1,3,20078,2592,23502,0,14.15,36
40.11,7.67,0.1,0,27587,2592,27229,52,14.94,35
40.2,7.67,0.1,0,21148,2592,24379,0,14.94,34
38.67,7.68,0.1,0,21179,2592,24585,0,14.94,34
38.32,7.7,0.1,0,22136,2592,25608,0,14.94,34
37.29,7.71,0.1,0,21525,2592,25018,0,14.94,34
38.48,7.7,0.1,10,25768,2592,25549,0,14.63,34
37.57,7.72,0.1,0,22191,2592,25608,0,14.63,33
39.84,7.72,0.1,0,21086,2592,24549,0,14.63,33
39.3,7.73,0.1,0,26871,2592,26450,54,14.63,33
39.21,7.74,0.1,0,22145,2592,25373,0,14.63,33
38.43,7.74,0.1,0,21574,2592,25145,0,14.82,33
38.66,7.74,0.1,10,23332,2544,25465,0,14.82,33
39.47,7.74,0.1,4,22609,2544,25864,0,14.82,33
37.7,7.75,0.1,18,21734,2544,25199,0,14.82,33
36.92,7.74,0.1,3,21533,2544,25225,0,14.82,33
38.39,7.75,0.1,0,21944,2544,25530,0,14.91,33
37.72,7.75,0.1,0,22826,2544,26431,0,14.91,33
37.93,7.76,0.1,0,22796,2544,26245,52,14.91,33
37.37,7.76,0.1,0,22465,2544,25941,0,14.91,33
37.7,7.75,0.1,0,21961,2544,25476,0,14.91,33
35.81,7.77,0.1,10,22692,2544,26467,0,14.68,33
38.75,7.77,0.1,0,23947,2544,27340,0,14.68,32
40.12,7.73,0.1,0,22915,2496,26027,0,14.68,32
41.5,7.74,0.1,0,19853,2496,22898,0,14.68,32
42.93,7.74,0.1,0,21839,2496,24647,0,14.68,32
42.71,7.69,0.1,0,22205,2496,25038,56,14.54,32
43.92,7.69,0.1,10,19559,2496,22616,0,14.54,32
44.57,7.69,0.1,4,19653,2496,22680,0,14.54,32
45.05,7.7,0.1,18,21049,2496,24088,0,14.54,32
44.18,7.74,0.1,12,21041,2496,23814,0,14.54,32
38.14,7.74,0.1,0,21357,2496,24635,0,14.1,32
39.31,7.74,0.1,0,20565,2496,23999,0,14.1,32
38.45,7.74,0.1,0,22983,2496,26102,0,14.1,32
40.53,7.75,0.1,0,26118,2496,25600,52,14.1,32
41.31,7.73,0.1,0,21218,2496,24407,0,14.1,32
43.84,7.73,0.1,10,19445,2496,22357,0,14.25,32
43.27,7.73,0.1,0,18398,2496,21477,0,14.25,31
43.65,7.73,0.1,0,20583,2496,23373,0,14.25,31
43.51,7.73,0.1,0,20982,2496,23725,0,14.25,30
44.75,7.74,0.1,0,19910,2496,22716,0,14.25,30
46.81,7.74,0.1,0,19784,2496,22375,0,14.47,30
45.79,7.75,0.1,10,20437,2496,23124,0,14.47,30
44.88,7.75,0.1,4,19648,2496,22528,0,14.47,30
45.65,7.76,0.1,18,20305,2496,23097,52,14.47,30
46.42,7.76,0.1,3,21676,2496,24253,0,14.47,30
49.2,7.69,0.1,0,19558,2496,22111,0,13.95,30
52.43,7.67,0.1,0,19359,2496,21640,0,13.95,30
52.61,7.67,0.1,0,17713,2496,19594,0,13.95,30
51.8,7.67,0.1,0,16969,2496,19004,0,13.95,30
53.22,7.65,0.1,8,17591,2496,19756,0,13.95,29
51.34,7.68,0.1,11,17684,2496,19887,0,13.96,29
50.59,7.7,0.1,9,16789,2496,19432,0,13.96,30
48.47,7.71,0.1,0,17868,2496,20113,0,13.96,30
48.6,7.71,0.1,0,17883,2496,20022,0,13.96,30
49.04,7.72,0.1,0,19250,2496,21582,0,13.96,29
47.55,7.73,0.1,0,19234,2496,21661,54,13.88,29
47.24,7.74,0.1,10,20132,2496,22468,0,13.88,28
48.03,7.75,0.1,4,23339,2448,22364,0,13.88,28
47.89,7.71,0.1,7,18421,2448,20935,0,13.88,28
50.27,7.71,0.1,11,17785,2448,20131,0,13.88,28
51.41,7.72,0.1,3,22022,2448,20544,0,13.97,28
52.02,7.7,0.1,0,16721,2448,18841,0,13.97,28
56.61,7.7,0.1,0,21065,2448,18838,0,13.97,28
56.68,7.7,0.1,0,15106,2448,16765,0,13.97,28
55.97,7.71,0.1,0,15660,2448,17090,0,13.97,28
53.88,7.71,0.1,0,15277,2448,17088,0,13.41,28
54.58,7.72,0.1,10,16214,2496,18290,52,13.41,28
54.29,7.72,0.1,0,16133,2496,18038,0,13.41,28
56.7,7.72,0.1,0,16050,2496,17520,0,13.41,28
56.46,7.73,0.1,0,14301,2496,16004,54,13.41,28
57.4,7.73,0.1,0,14877,2496,16426,0,12.9,28
57.85,7.74,0.1,0,15107,2496,16594,0,12.9,28
57.27,7.73,0.1,10,14772,2496,16572,0,12.9,28
58.17,7.72,0.1,4,14433,2496,16142,52,12.9,28
60.1,7.73,0.1,18,14653,2496,16265,0,12.9,28
59.68,7.72,0.1,3,13516,2496,14914,0,12.83,28
58.43,7.73,0.1,0,14770,2496,16162,48,12.83,28
60.7,7.65,0.1,9,14998,2496,16359,8,12.83,28
60.32,7.64,0.1,0,15293,2496,16532,0,12.83,28
64.85,7.59,0.1,0,14705,2496,15845,0,12.83,28
66.15,7.59,0.1,0,16363,2496,13810,0,12.92,28
