"all_..idle","X..memused","X..swpused","proc.s","cswch.s","file.nr","sum_intr.s","rtps","ldavg.1","tcpsck"
95.27,6.19,0.1,0,7890,2112,4923,0,1.94,19
97.67,6.19,0.1,3,6864,2112,3256,0,1.79,19
97.71,6.2,0.1,12,5365,2160,2774,0,1.79,19
96.83,6.22,0.1,9,3496,2160,3436,0,1.79,20
91.66,6.27,0.1,9,2730,2160,3079,0,1.79,21
90.71,6.28,0.1,20,4031,2256,4534,0,1.79,21
87.98,6.3,0.1,9,3808,2256,5918,0,1.8,22
87.59,6.31,0.1,11,4160,2256,4652,0,1.8,22
87.07,6.35,0.1,9,5271,2256,5629,0,1.8,23
82.47,6.36,0.1,0,5342,2256,5959,0,1.8,23
84.91,6.37,0.1,3,5724,2256,6239,0,1.8,23
84.83,6.37,0.1,0,6205,2256,6539,0,2.22,23
84.43,6.38,0.1,0,6516,2256,6958,0,2.22,23
84.83,6.39,0.1,0,6503,2256,6881,0,2.22,23
81.1,6.47,0.1,18,7225,2256,8856,0,2.22,26
72.92,6.56,0.1,18,8642,2256,11257,0,2.22,27
75.9,6.57,0.1,0,8077,2256,9050,0,2.52,28
70.92,6.6,0.1,20,9482,2304,12762,0,2.52,28
72.47,6.61,0.1,0,9790,2304,10951,0,2.52,28
67.29,6.66,0.1,9,10296,2304,12475,0,2.52,29
66.76,6.7,0.1,29,13445,2304,15397,0,2.52,30
61.66,6.72,0.1,0,17506,2304,15924,0,3.2,30
63.51,6.74,0.1,19,12392,2256,14469,0,3.2,31
57.42,6.78,0.1,1,14372,2256,16699,0,3.2,31
56.17,6.8,0.1,0,15962,2256,18105,0,3.2,32
52.93,6.91,0.1,30,18877,2256,25620,0,3.2,34
48.09,6.93,0.1,0,17522,2256,20236,0,3.83,34
50.48,6.95,0.1,0,17538,2256,20212,0,3.83,34
49.37,6.96,0.1,0,18012,2256,20958,0,3.83,34
47.16,6.98,0.1,0,19646,2256,22397,0,3.83,34
46.99,6.99,0.1,0,23352,2256,26417,0,3.83,34
47.47,7,0.1,0,21501,2256,24422,0,4.64,34
47.67,7.01,0.1,11,22151,2256,25316,0,4.64,34
46.15,7.03,0.1,0,20406,2256,23542,0,4.64,35
41.02,7.12,0.1,18,20675,2256,24544,0,4.64,37
33.56,7.21,0.1,38,25939,2304,28108,0,4.64,38
33.83,7.23,0.1,9,22514,2304,27391,0,5.87,38
32.25,7.25,0.1,11,22325,2256,27064,0,5.87,38
31.63,7.27,0.1,9,22716,2256,27540,0,5.87,39
30.99,7.28,0.1,0,24806,2256,29554,0,5.87,39
27.4,7.29,0.1,3,29689,2256,31203,0,5.87,39
31.13,7.3,0.1,0,29149,2256,33615,0,7.48,39
30.03,7.31,0.1,0,27822,2256,32365,0,7.48,39
29.16,7.31,0.1,0,25607,2256,30486,0,7.48,39
31.2,7.32,0.1,0,29007,2256,29867,0,7.48,39
32.92,7.32,0.1,0,30029,2256,30780,0,7.48,39
31.75,7.33,0.1,4,24976,2256,29335,0,8.72,39
30.39,7.34,0.1,0,29106,2256,29975,0,8.72,39
31.6,7.35,0.1,0,23916,2256,28693,0,8.72,39
29.2,7.4,0.1,29,29388,2256,31343,0,8.72,40
30.67,7.42,0.1,9,27778,2256,29481,0,8.72,40
28.48,7.43,0.1,18,29196,2304,30651,0,9.79,40
29.38,7.44,0.1,0,24086,2304,28770,0,9.79,40
30.93,7.43,0.1,0,24592,2304,29374,0,9.79,41
21.57,7.51,0.1,20,23180,2304,29782,0,9.79,42
26.5,7.53,0.1,3,30508,2304,32203,0,9.79,42
23.6,7.55,0.1,14,25711,2304,31077,0,10.77,41
26.93,7.56,0.1,0,30133,2304,32015,0,10.77,41
29.09,7.57,0.1,0,29003,2304,30410,0,10.77,41
21.57,7.61,0.1,9,28511,2304,33687,0,10.77,43
18.49,7.66,0.1,10,27250,2352,33316,0,10.77,43
20.81,7.67,0.1,4,30494,2352,32606,0,12.15,43
19.45,7.68,0.1,0,24899,2352,30339,0,12.15,44
13.35,7.74,0.1,9,29293,2352,32524,0,12.15,43
12.77,7.78,0.1,30,27501,2352,34177,126,12.15,43
8.71,7.82,0.1,0,30528,2352,32465,0,12.15,42
8.17,7.83,0.1,18,30931,2352,32251,0,13.98,42
8.34,7.84,0.1,0,29111,2352,31705,0,13.98,42
9.11,7.86,0.1,0,30068,2352,32138,0,13.98,41
9.81,7.83,0.1,8,27283,2352,32046,0,13.98,42
8.96,7.87,0.1,4,27210,2400,32496,0,13.98,42
8.18,7.92,0.1,18,30788,2448,34206,0,15.82,43
5.19,7.94,0.1,0,29987,2448,30798,0,15.82,43
4.16,8.01,0.1,18,28536,2448,31647,122,15.82,45
2.64,8.03,0.1,1,36051,2448,33017,0,15.82,42
2.98,8.05,0.1,0,35996,2448,32651,0,15.82,41
2.55,8.06,0.1,4,33807,2448,31148,0,17.6,41
1.97,8.13,0.1,17,35104,2448,32416,0,17.6,42
0.84,8.23,0.1,10,34429,2448,29003,0,17.6,43
0.46,8.28,0.1,29,37352,2544,27341,0,17.6,43
0.42,8.29,0.1,8,37445,2544,26082,0,17.6,43
0.17,8.31,0.1,19,40959,2544,25719,0,20.75,43
0.67,8.35,0.1,9,40088,2544,26914,0,20.75,43
0.25,8.33,0.1,0,38408,2544,23902,0,20.75,44
0.38,8.36,0.1,9,39284,2544,24289,0,20.75,43
0.17,8.37,0.1,3,43019,2544,23357,0,20.75,42
0.25,8.43,0.1,9,47377,2544,24594,0,23.65,42
0,8.43,0.1,0,47232,2544,22027,0,23.65,42
0.08,8.44,0.1,0,44923,2544,20576,0,23.65,42
0.04,8.45,0.1,0,48448,2544,20206,0,23.65,42
0.04,8.41,0.1,0,47709,2544,19866,0,23.65,42
0.33,8.51,0.1,22,46015,2544,22871,0,26.48,44
0.13,8.51,0.1,0,48590,2544,21014,0,26.48,45
0.13,8.56,0.1,9,46237,2544,21735,0,26.48,44
0,8.57,0.1,20,47701,2592,19828,0,26.48,42
0.17,8.67,0.1,18,48476,2592,22481,0,26.48,43
0.08,8.69,0.1,8,52811,2592,21385,0,28.61,44
0,8.76,0.1,28,54625,2592,21449,0,28.61,45
0.04,8.78,0.1,0,57845,2592,19103,0,28.61,44
0,8.76,0.1,8,61343,2544,18240,2,28.61,46
0.04,8.81,0.1,14,57252,2544,19870,0,28.61,47
0,8.86,0.1,8,54502,2544,19506,0,31.6,47
0,8.87,0.1,0,58695,2544,17255,0,31.6,47
0.04,8.88,0.1,0,60345,2544,17202,0,31.6,47
0,8.89,0.1,0,64807,2544,17351,0,31.6,47
0,8.9,0.1,3,64022,2544,17279,0,31.6,48
0.04,8.93,0.1,5,61523,2544,18087,0,33.88,48
0.08,9.03,0.1,23,58530,2592,22408,0,33.88,50
0,9.06,0.1,0,61558,2592,17588,0,33.88,49
0,9.07,0.1,0,61205,2592,17223,0,33.88,49
0,9.09,0.1,20,65371,2640,16399,0,33.88,50
0.04,9.1,0.1,8,58564,2640,18799,0,36.29,50
0,9.12,0.1,18,62347,2688,17867,0,36.29,50
0,9.16,0.1,9,58581,2688,17976,0,36.29,50
0.04,9.2,0.1,1,58397,2688,18984,0,36.29,50
0,9.2,0.1,1,63458,2688,17392,0,36.29,51
0,9.25,0.1,11,57754,2688,19828,0,39.63,51
0,9.27,0.1,0,62047,2688,18137,0,39.63,51
0,9.28,0.1,0,63860,2688,17494,0,39.63,50
0,9.29,0.1,1,64063,2688,17669,0,39.63,52
0,9.33,0.1,23,61715,2688,21146,0,39.63,52
0.08,9.41,0.1,5,62760,2688,22149,0,42.54,53
0,9.37,0.1,12.87,61850.5,2688,19643.56,0,42.54,53
0,9.4,0.1,4,59059,2688,19602,0,42.54,53
0,9.42,0.1,10,61470,2688,20491,0,42.54,53
0.04,9.48,0.1,21,60421,2640,21257,0,42.54,53
0,9.51,0.1,19,64709,2640,19682,0,46.58,53
0,9.49,0.1,3,70240,2640,18745,0,46.58,55
0,9.57,0.1,14,68350,2640,19903,0,46.58,55
0,9.62,0.1,1,65158,2640,18823,0,46.58,56
0.04,9.63,0.1,14,64440,2640,18882,0,46.58,57
0,9.66,0.1,13,65264,2640,20960,0,50.06,57
0,9.78,0.1,19,61757,2640,30657,0,50.06,58
0,9.77,0.1,8,62843,2640,19931,0,50.06,57
0.04,9.84,0.1,3,68072,2640,20379,0,50.06,57
0,9.86,0.1,0,67123,2640,18296,0,50.06,57
0,9.87,0.1,4,70071,2688,17649,0,52.86,56
0,9.83,0.1,2,68598,2688,18768,0,52.86,56
0,9.87,0.1,14,70617,2688,21369,0,52.86,56
0,9.89,0.1,9,71287,2688,21268,0,52.86,56
0.04,9.94,0.1,29,68774,2688,20415,0,52.86,55
0,10,0.1,19,68757,2688,19833,0,55.43,55
0,10.02,0.1,0,66673,2688,19261,0,55.43,54
0,9.98,0.1,9,69441,2688,20441,0,55.43,54
0,10.03,0.1,1,69137,2688,18282,0,55.43,54
0,10.05,0.1,3,69254,2688,18243,0,55.43,53
0,10.07,0.1,3,66489,2688,18466,0,58.44,54
0,10.08,0.1,5,67830,2688,18829,0,58.44,54
0,10.12,0.1,0,67575,2688,20380,0,58.44,55
0,10.16,0.1,13,68031,2688,28090,0,58.44,56
0,10.2,0.1,5,70124,2688,19612,0,58.44,56
0,10.22,0.1,4,68376,2688,19879,0,61.13,54
0,10.22,0.1,9,67877,2688,20047,0,61.13,55
0,10.27,0.1,10,63831,2688,20853,0,61.13,55
0,10.29,0.1,0,64254,2688,18285,0,61.13,54
0,10.31,0.1,11,73529,2688,18473,0,61.13,53
0,10.32,0.1,9,68948,2688,18534,0,64.16,52
0,10.35,0.1,18,68218,2688,18180,0,64.16,51
0,10.36,0.1,0,70801,2688,17705,0,64.16,51
0,10.38,0.1,8,70566,2688,18062,0,64.16,50
0,10.41,0.1,0,70648,2688,20209,0,64.16,49
0,10.42,0.1,4,70662,2688,18905,0,66.63,49
0,10.39,0.1,8,68358,2688,18273,0,66.63,50
0.04,10.43,0.1,11,74446,2688,21065,0,66.63,52
0.04,10.47,0.1,7,69636,2688,20367,0,66.63,52
0,10.51,0.1,10,68162,2688,18497,0,66.63,51
0,10.43,0.1,1,68369,2688,18871,0,67.62,51
0,10.46,0.1,4,64515,2688,18352,0,67.62,49
0,10.47,0.1,0,68903,2688,18005,0,67.62,49
0,10.51,0.1,9,68158,2688,18710,0,67.62,51
0,10.58,0.1,18,66272,2688,19552,0,67.62,51
0,10.64,0.1,29,70691,2688,19145,0,69.49,52
0,10.65,0.1,18,70605,2688,18790,0,69.49,52
0,10.68,0.1,0,69792,2688,18517,0,69.49,51
0,10.7,0.1,0,65077,2688,18957,0,69.49,51
0,10.72,0.1,0,69492,2688,18246,0,69.49,51
0,10.71,0.1,20,68869,2688,29102,0,70.17,51
0,10.77,0.1,1,66702,2688,19191,0,70.17,51
0,10.7,0.1,17,68756,2688,21654,0,70.17,52
0,10.67,0.1,0,64800,2688,19621,0,70.17,49
0,10.71,0.1,2,65231,2688,18971,0,70.17,50
0,10.69,0.1,6,64808,2688,19142,0,71.68,49
0,10.71,0.1,5,62889,2688,19228,0,71.68,48
0,10.7,0.1,0,67943,2688,19003,0,71.68,48
0,10.71,0.1,0,66486,2688,18598,0,71.68,47
0,10.75,0.1,21,67717,2640,18712,0,71.68,47
0,10.71,0.1,11,63418,2640,17633,0,72.99,47
0,10.74,0.1,0,65909,2640,17676,0,72.99,45
0,10.75,0.1,0,64110,2640,19007,0,72.99,45
0.04,10.76,0.1,0,70321,2640,18410,0,72.99,43
0.04,10.72,0.1,7,67675,2640,19395,0,72.99,44
0,10.76,0.1,14,63334,2640,21776,0,74.35,43
0,10.76,0.1,9,67608,2640,18834,0,74.35,43
0,10.78,0.1,8,70454,2640,18893,0,74.35,43
0,10.77,0.1,0,68184,2640,20065,0,74.35,43
0,10.81,0.1,1,68394,2640,17523,0,74.35,43
0,10.8,0.1,11,66720,2640,17051,0,74.88,44
0.04,10.78,0.1,9,66851,2640,20138,0,74.88,43
0,10.81,0.1,0,68820,2640,17576,0,74.88,42
0,10.76,0.1,3,71673,2640,17754,0,74.88,42
0,10.82,0.1,26,69814,2640,19148,0,74.88,42
0,10.84,0.1,11,70314,2640,18332,0,76.49,42
0,10.83,0.1,0,68745,2640,17443,0,76.49,42
0,10.84,0.1,8,70564,2640,18104,0,76.49,43
0.04,10.83,0.1,11,65401,2640,20324,0,76.49,44
0,10.87,0.1,7,68257,2640,21300,0,76.49,44
0,10.93,0.1,11,62774,2640,20781,0,77.89,44
0,10.99,0.1,2,63147,2640,19284,0,77.89,44
0,10.96,0.1,0,67699,2640,17938,0,77.89,43
0,10.95,0.1,0,67032,2640,18368,0,77.89,42
0,10.96,0.1,17,64424,2640,20727,0,77.89,44
0,10.97,0.1,12,66744,2640,19039,0,77.74,45
0,10.99,0.1,8,67791,2640,19577,0,77.74,43
0,11.02,0.1,1,68831,2640,18415,0,77.74,45
0,11.04,0.1,24,64030,2640,21949,0,77.74,47
0,11.1,0.1,15,68742,2640,20540,0,77.74,49
0,11.14,0.1,27,69691,2640,20246,0,78.48,49
0,11.1,0.1,11,71140,2688,19385,0,78.48,49
0,11.09,0.1,12,69076,2688,19920,0,78.48,50
0,11.14,0.1,18,68894,2688,21120,0,78.48,51
0,11.22,0.1,4,69188,2688,21322,0,78.48,51
0,11.24,0.1,2,70651,2688,18746,0,79.41,51
0,11.28,0.1,5,73821,2688,18977,0,79.41,49
0,11.29,0.1,3,74308,2688,18793,0,79.41,48
0,11.25,0.1,1,74911,2688,18900,0,79.41,48
0,11.18,0.1,0,67762,2688,19237,0,79.41,48
0,11.21,0.1,0,67745,2688,20114,0,79.93,48
0,11.26,0.1,16,68526,2688,19100,0,79.93,49
0.04,11.33,0.1,14,68161,2688,21970,0,79.93,49
0,11.31,0.1,1,65760,2688,18475,0,79.93,47
0,11.33,0.1,0,74475,2688,17724,0,79.93,45
0,11.34,0.1,22,70550,2640,17605,0,80.1,46
0.04,11.4,0.1,18,69873,2640,19626,0,80.1,46
0,11.41,0.1,0,67032,2640,17272,0,80.1,46
0,11.39,0.1,12,66454,2640,18203,0,80.1,47
0,11.45,0.1,19,66479,2640,20927,0,80.1,48
0,11.51,0.1,8,72503,2640,18732,0,80.89,48
0,11.53,0.1,0,73442,2640,17873,0,80.89,47
0,11.29,0.1,0,69879,2640,17464,0,80.89,47
0,11.24,0.1,0,73568,2640,17801,0,80.89,47
0,11.22,0.1,0,73281,2640,18150,0,80.89,46
0,11.25,0.1,11,73771,2640,17639,0,80.26,46
0,11.23,0.1,0,74446,2640,17601,0,80.26,46
0,11.25,0.1,0,76029,2640,16261,0,80.26,47
0,11.3,0.1,9,72762,2640,17303,0,80.26,47
0,11.31,0.1,20,71920,2640,16492,0,80.26,48
0,11.29,0.1,7,72576,2640,17297,0,81.04,48
0.04,11.33,0.1,12,72519,2688,18585,0,81.04,48
0,11.3,0.1,1,71474,2688,17105,0,81.04,48
0.04,11.27,0.1,0,73708,2688,16728,0,81.04,48
0,11.15,0.1,0,70095,2688,16628,0,81.04,46
0,11.08,0.1,11,70635,2688,18256,0,80.56,47
0,11.11,0.1,0,73623,2688,17430,0,80.56,45
0,11.13,0.1,0,71053,2688,17346,0,80.56,45
0.08,10.99,0.1,10,67419,2688,17809,0,80.56,45
0.04,10.85,0.1,0,66712,2688,17914,0,80.56,45
0.04,10.81,0.1,11,62304,2688,17459,0,79.71,44
0.04,10.84,0.1,17,62453,2688,18672,0,79.71,45
0.04,10.85,0.1,10,63963,2688,18188,0,79.71,46
0.08,10.86,0.1,3,61685,2688,17307,0,79.71,48
0.08,10.93,0.1,36,59829,2688,18676,0,79.71,48
0.08,10.95,0.1,6,60432,2688,18056,0,79.41,49
0.08,10.97,0.1,20,62596,2640,19392,0,79.41,49
0.08,11,0.1,9,62902,2640,18806,0,79.41,49
0.08,11.03,0.1,10.89,63708.91,2640,18868.32,0,79.41,48
0,11.07,0.1,0,60801,2640,18112,0,79.41,48
0,11.11,0.1,12,60828,2640,19456,0,79.7,48
0.04,11.09,0.1,0,62163,2640,17940,0,79.7,49
0,11.19,0.1,18,60485,2640,21719,0,79.7,50
0.04,11.2,0.1,0,62935,2640,18975,0,79.7,49
0,11.27,0.1,18,64296,2640,21655,0,79.7,50
0,11.34,0.1,9,61930,2640,18926,0,79.97,50
0,11.36,0.1,11,62261,2640,17498,0,79.97,50
0,11.37,0.1,0,61516,2640,17894,0,79.97,48
0,11.4,0.1,0,57373,2640,18100,0,79.97,46
0,11.42,0.1,0,62461,2640,18309,0,79.97,44
0.04,11.43,0.1,20,63145,2640,17746,0,79.97,44
0,11.44,0.1,0,67791,2640,18424,0,79.97,44
0,11.45,0.1,20,68552,2640,18303,0,79.97,44
0,11.5,0.1,9,68752,2640,18602,0,79.97,43
0,11.52,0.1,0,66580,2640,17450,0,79.97,43
0,11.39,0.1,0,72918,2640,17772,0,79.97,43
0,11.4,0.1,11,67523,2640,17128,0,79.65,44
0,11.47,0.1,9,67147,2640,18502,0,79.65,46
0.04,11.53,0.1,10,66921,2640,19849,0,79.65,47
0,11.59,0.1,17,68617,2640,18867,0,79.65,49
0,11.66,0.1,9,70340,2640,19076,0,79.65,49
0,11.61,0.1,20,70140,2640,18006,0,79.84,49
0,11.65,0.1,1,64833,2640,17082,0,79.84,49
0,11.67,0.1,0,62299,2640,16281,0,79.84,49
0.04,11.68,0.1,9,65297,2592,16594,0,79.84,51
0,11.71,0.1,29,64698,2688,17980,0,79.84,50
0,11.77,0.1,20,67034,2688,18522,0,80.65,51
0,11.78,0.1,3,68540,2688,17725,0,80.65,52
0,11.77,0.1,4,71566,2688,17531,0,80.65,51
0,11.75,0.1,1,70127,2688,17774,0,80.65,49
0,11.75,0.1,4,73101,2688,17649,0,80.65,49
0,11.77,0.1,0,68821,2688,17111,0,80.84,49
0,11.75,0.1,0,71039,2688,16920,0,80.84,49
0,11.66,0.1,9,65876,2688,18022,0,80.84,49
0,11.7,0.1,11,62635,2688,19192,0,80.84,51
0,11.74,0.1,20,70356,2688,18265,0,80.84,52
0.04,11.87,0.1,24,68062,2688,21746,0,81.17,54
0,11.97,0.1,19,62959,2688,20371,0,81.17,56
0,12.03,0.1,3,62240,2688,18800,0,81.17,56
0,12.05,0.1,12,69793,2688,17949,0,81.17,55
0,12.07,0.1,11,67004,2640,17830,0,81.17,55
0,12.09,0.1,13,68212,2688,18070,0,81.64,55
0,12.11,0.1,8,69044,2688,18310,0,81.64,57
0,12.14,0.1,10,68159,2688,17965,0,81.64,58
0,12.19,0.1,4,68565,2688,19733,0,81.64,59
0,12.18,0.1,5,70532,2688,18207,0,81.64,58
0.04,12.18,0.1,0,67099,2688,17995,0,82.39,58
0,12.24,0.1,18,66139,2688,21111,0,82.39,60
0,12.28,0.1,3,66326,2688,20043,0,82.39,60
0,12.29,0.1,14,69548,2688,18748,0,82.39,61
0,12.37,0.1,26,66245,2688,21223,0,82.39,63
0,12.45,0.1,16,68414,2688,21609,0,83.88,62
0,12.44,0.1,0,63920,2688,18802,0,83.88,62
0,12.43,0.1,8,67556,2688,19807,0,83.88,60
0,12.49,0.1,11,62747,2688,18983,0,83.88,60
0.04,12.46,0.1,11,62802,2688,19113,0,83.88,61
0,12.53,0.1,24,60898,2688,21694,0,86.29,61
0,12.52,0.1,8,64586,2688,20729,0,86.29,61
0,12.55,0.1,20,65907,2640,21220,0,86.29,63
0,12.6,0.1,8,62443,2688,20983,0,86.29,65
0.04,12.62,0.1,4,68591,2688,21026,0,86.29,64
0,12.65,0.1,9,71489,2688,20762,0,87.39,62
0,12.64,0.1,12,69466,2688,19612,0,87.39,63
0,12.71,0.1,8,71552,2688,21719,0,87.39,63
0,12.73,0.1,11,74616,2688,22011,0,87.39,63
0.04,12.81,0.1,3,67975,2688,19842,0,87.39,62
0,12.75,0.1,20,70597,2688,21028,0,88.88,63
0,12.75,0.1,1,74054,2688,20191,0,88.88,63
0,12.67,0.1,13.86,66714.85,2688,21670.3,0,88.88,63
0,12.71,0.1,0,65724,2688,19200,0,88.88,63
0,12.64,0.1,21,71386,2640,21470,0,88.88,65
0.04,12.73,0.1,17,74008,2640,22387,0,91.13,64
0,12.72,0.1,12,69375,2640,20197,0,91.13,64
0,12.75,0.1,0,66845,2640,19689,0,91.13,63
0,12.77,0.1,0,69124,2640,19866,0,91.13,63
0.04,12.8,0.1,0,68466,2640,19796,0,91.13,63
0,12.83,0.1,3,69808,2640,19968,0,92.08,62
0,12.85,0.1,0,70108,2640,19141,0,92.08,61
0,12.87,0.1,9,71452,2640,21405,0,92.08,61
0,12.93,0.1,3,70972,2640,20603,0,92.08,59
0,12.89,0.1,0,73122,2640,19838,0,92.08,59
0,12.95,0.1,28,68965,2640,19631,0,92.64,60
0,13.02,0.1,6,66283,2640,20738,0,92.64,60
0,13.05,0.1,8,72187,2640,21438,0,92.64,61
0,13.04,0.1,21,71422,2640,20866,0,92.64,60
0,13.11,0.1,13,66090,2640,20192,0,92.64,62
0,13.05,0.1,20,63458,2640,20886,0,93.87,61
0,13.04,0.1,5,61712,2640,22834,0,93.87,62
0,13,0.1,6,65628,2640,20296,0,93.87,62
0,13.01,0.1,3,66966,2640,19768,0,93.87,62
0,13.07,0.1,18,66160,2640,20951,0,93.87,64
0,13.12,0.1,5,67295,2640,23002,0,96.2,64
0,13.15,0.1,11,66391,2640,22487,0,96.2,67
0,13.22,0.1,30,66357,2640,25736,0,96.2,67
0.04,13.22,0.1,4,66230,2640,22966,0,96.2,67
0,13.27,0.1,10,68010,2640,22280,0,96.2,67
0,13.28,0.1,20,68579,2688,22008,0,98.27,64
0.08,13.37,0.1,11,68318,2688,23942,0,98.27,63
0,13.37,0.1,0,68791,2688,22828,0,98.27,63
0.04,13.43,0.1,11,70983,2688,22065,0,98.27,63
0,13.44,0.1,12,70602,2688,21538,0,98.27,63
0,13.5,0.1,11,71614,2736,21998,0,100.09,64
0,13.53,0.1,2,72283,2736,22007,0,100.09,62
0,13.57,0.1,1,72741,2736,21661,0,100.09,61
0,13.51,0.1,2,66016,2736,21678,0,100.09,60
0,13.54,0.1,11,66254,2736,21350,0,100.09,61
0,13.59,0.1,1,63849,2736,20798,0,100.8,61
0,13.63,0.1,8,69001,2736,21627,0,100.8,60
0.04,13.67,0.1,5,70605,2736,22540,0,100.8,60
0,13.69,0.1,8,69850,2736,21682,0,100.8,61
0,13.69,0.1,10,72550,2736,22334,0,100.8,60
0,13.68,0.1,28,69214,2736,25655,0,103.62,61
0,13.64,0.1,5,72281,2736,22316,0,103.62,61
0,13.69,0.1,5,72961,2736,21323,0,103.62,60
0,13.67,0.1,12,67761,2736,21064,0,103.62,60
0,13.66,0.1,3,67115,2688,21909,0,103.62,59
0,13.66,0.1,16,64024,2688,20716,0,105.25,59
0,13.67,0.1,19,68090,2688,20294,0,105.25,58
0,13.69,0.1,1,66540,2688,20928,0,105.25,56
0,13.72,0.1,3,67729,2688,21138,0,105.25,55
0,13.67,0.1,5,66747,2688,22829,0,105.25,55
0,13.67,0.1,6,66871,2688,21379,0,106.43,56
0,13.64,0.1,2,64119,2688,21036,0,106.43,56
0,13.63,0.1,12,66115,2688,22645,0,106.43,55
0.04,13.69,0.1,1,63312,2688,21827,0,106.43,54
0,13.66,0.1,1,62810,2688,21640,0,106.43,53
0,13.64,0.1,3,69978,2688,20381,0,106.96,54
0,13.65,0.1,14,70615,2688,20379,0,106.96,55
0,13.65,0.1,19,70508,2688,21305,0,106.96,57
0,13.75,0.1,10,67473,2688,23681,0,106.96,57
0,13.78,0.1,11,68616,2688,20745,0,106.96,55
0,13.75,0.1,14,66174,2688,20558,0,106.88,56
0,13.82,0.1,24,66586,2688,23176,0,106.88,57
0,13.83,0.1,1,65312,2688,24958,0,106.88,58
0,13.84,0.1,3,68393,2688,20754,0,106.88,58
0,13.86,0.1,9,67283,2688,22264,0,106.88,59
0,13.89,0.1,9,65356,2688,21172,0,108.65,59
0,13.87,0.1,12,66349,2688,22887,0,108.65,59
0,13.81,0.1,13,64670,2688,21205,0,108.65,59
0,13.81,0.1,12,70583,2688,21451,0,108.65,61
0,13.85,0.1,7,70985,2688,21557,0,108.65,62
0,13.92,0.1,20,71598,2688,22276,0,108.92,61
0,13.89,0.1,4,72045,2688,21073,0,108.92,61
0,13.88,0.1,5,70502,2688,21491,0,108.92,61
0,13.86,0.1,13,69416,2688,20847,0,108.92,60
0,13.87,0.1,20,71898,2688,21233,0,108.92,59
0,13.93,0.1,18,74034,2736,22970,0,109.01,59
0,13.96,0.1,6,70930,2736,22316,0,109.01,58
0,13.99,0.1,8,69644,2736,21976,0,109.01,59
0,14.05,0.1,2,71728,2736,22722,0,109.01,58
0,14.09,0.1,3,73292,2736,20740,0,109.01,57
0,14.12,0.1,0,69827,2736,20901,0,110.61,57
0,14.12,0.1,1,69671,2736,20639,0,110.61,54
0,14.05,0.1,0,71041,2736,20492,0,110.61,53
0,14.01,0.1,0,68856,2736,20370,0,110.61,52
0,13.9,0.1,17,70242,2736,22468,0,110.61,52
0,13.88,0.1,13,71977,2736,20454,0,110.24,53
0,13.9,0.1,7,71324,2736,20619,0,110.24,52
0,13.93,0.1,0,67192,2736,20623,0,110.24,52
0,13.99,0.1,19,72956,2736,22057,0,110.24,53
0,14.04,0.1,19,71314,2736,21433,0,110.24,54
0,13.98,0.1,8,73139,2688,19485,0,111.02,53
0,13.92,0.1,19,69838,2688,19674,0,111.02,54
0,13.96,0.1,15,71809,2688,22717,0,111.02,56
0,14.03,0.1,4,69441,2688,20982,0,111.02,55
0,13.97,0.1,3,72835,2688,20037,0,111.02,55
0,13.99,0.1,13,71636,2688,19957,0,110.46,57
0,14,0.1,16,64401,2688,21955,0,110.46,56
0,13.96,0.1,0,70192,2688,21143,0,110.46,56
0,13.86,0.1,1,69196,2688,20009,0,110.46,55
0.04,13.88,0.1,3,67364,2688,19734,0,110.46,55
0,13.86,0.1,13,69237,2688,19783,0,109.62,53
0,13.88,0.1,0,69341,2688,20184,0,109.62,54
0,13.92,0.1,10,69741,2688,21271,0,109.62,54
0,13.87,0.1,13,66892,2688,20239,0,109.62,53
0,13.78,0.1,8,68555,2688,19630,0,109.62,53
0,13.74,0.1,8,72858,2688,19825,0,108.69,53
0,13.68,0.1,9,69692,2688,19276,0,108.69,53
0,13.59,0.1,6,73010,2688,18860,0,108.69,53
0,13.6,0.1,1,74020,2688,18689,0,108.69,53
0,13.59,0.1,6,78591,2688,19230,0,108.69,54
0,13.43,0.1,8,73847,2688,19603,0,107.43,54
0,13.46,0.1,3,74737,2688,19085,0,107.43,53
0,13.46,0.1,0,72876,2736,18298,0,107.43,54
0,13.41,0.1,8,73115,2736,18264,0,107.43,57
0,13.54,0.1,26,73613,2736,20636,0,107.43,57
0.04,13.53,0.1,2,73990,2736,18312,0,107.48,56
0,13.59,0.1,27,73188,2736,20197,0,107.48,57
0,13.48,0.1,7,72800,2736,19981,0,107.48,56
0,12.62,0.1,11,70387,2496,20360,0,107.48,42
0.04,12.65,0.1,27,71689,2544,22809,0,107.48,46
0,12.72,0.1,20,73084,2544,18662,0,104.08,46
0,12.75,0.1,24,70266,2544,17737,0,104.08,47
0,12.76,0.1,4,73149,2544,17310,0,104.08,47
0.04,12.8,0.1,14.85,72963.37,2544,19144.55,0,104.08,49
0,12.86,0.1,17,70825,2544,19479,0,104.08,51
0,12.93,0.1,21,65072,2544,18640,0,102.39,53
0,12.93,0.1,16,68903,2544,17451,0,102.39,52
0,12.92,0.1,7,63661,2544,17424,0,102.39,54
0,12.91,0.1,9,68065,2544,17877,0,102.39,60
0,12.96,0.1,7,65233,2544,17820,0,102.39,61
0,12.91,0.1,11,70643,2544,17679,0,101,60
0,12.92,0.1,7,70853,2544,16698,0,101,60
0,12.94,0.1,7,74039,2544,16565,0,101,61
