"DispFrames","NoAudioPlayed","NoRTPPkts"
13,0,99.9299986362
13,0,69.6200060844
13,0,46.3900001049
13,0,83.2099936008
13,0,70.4000062943
13.6099998951,0,81.7699940205
13.3900001049,15.2499973774,68.0100061893
13,35.3699982166,45.6099998951
13,41.3900001049,76.4999947548
13,41.6099998951,66.7200050354
13,42,77.2799949646
14.2199997902,42,66.1100051403
14.3900001049,41.3900001049,45.1700003147
13.3900001049,41.6099998951,44.6099998951
13,35.2900011539,69.3999958038
13,18.8000020981,41.6900074482
13,4.90000104904,7.90000104904
13.6099998951,8.92999863625,19.2499973774
14.6099998951,34.1299965382,108.909986258
14.3900001049,97.629991293,111.810008287
13.3900001049,77.5400090218,94.4199976921
13,42.1700003147,68.2300059795
13,41.6099998951,77.1099946499
13.6099998951,32.8500015736,66.5000052452
12.7800002098,10.5300028324,45.1700003147
8.95000052452,0,69.0099956989
10.6599993706,0,66.7000031471
14.8299996853,71.3699877262,48.2900011539
14.1700003147,71.2500078678,78.1599941254
13.6099998951,42,99.3900001049
13.3900001049,41.3900001049,67.8900053501
13,41.6099998951,79.719994545
17.2699992657,42,70.1100051403
16.3400006294,41.3900001049,76.619995594
14,41.6099998951,89.9500005245
13.3900001049,41.3900001049,62.9900043011
13,41.6099998951,45.7800002098
14.8299996853,33.4600014687,57.809997797
14.1700003147,12.1400027275,28.7900063992
13,31.2799949646,34.8899948597
13,34.1400027275,38.1400027275
13,43.5199966431,67.0399932861
14.2199997902,76.7399964333,92.6099998951
13.7800002098,60.7200050354,63.7200050354
13,42,94.4099915028
13,41.3900001049,77.2000083923
13,41.6099998951,46
15.4399995804,40.7800002098,97.239991188
14.5600004196,41.8299996853,79.9800086021
13,42.3900001049,98.0199913979
13,42,79.370008707
13.6099998951,41.3900001049,44.5600004196
14.6099998951,41.6099998951,95.4599909782
14.3900001049,42,78.9800086021
13.3900001049,41.3900001049,94.5799918175
13,41.6099998951,76.2000083923
13,42,66.3499963284
15.4399995804,41.3900001049,59.8700034618
14.5600004196,41,65.2999968529
13,42.2199997902,58.7000031471
13.6099998951,41.7800002098,67.1299965382
13.3900001049,41.6099998951,59.8700034618
15.4399995804,41.3900001049,45.7800002098
14.5600004196,41.6099998951,66.3499963284
13,42,59.2600035667
13.6099998951,42,65.5199966431
13.3900001049,41.3900001049,59.7000031471
16.6599993706,41.6099998951,68.7399964333
15.3400006294,41.3900001049,59.4300038815
13,41.6099998951,45
13,42,66.9599962234
13.6099998951,42,59.6500036716
15.2199997902,41.3900001049,44.7800002098
14.1700003147,41.6099998951,65.9599962234
13,42,58.6500036716
13,41.3900001049,45
13,36.1200008392,56.5899980068
14.8299996853,35.4399995804,49.9700024128
14.1700003147,30.2900011539,42.8299996853
13,10.1400027275,45.2199997902
13,0,72.8399953842
14.2199997902,0,63.1600046158
15,0,82.5999937057
13.7800002098,0,68.7900063992
13,0,39.5100009441
13,0,82.9699919224
13,0,72.1300070286
13.6099998951,0,45.3900001049
13.3900001049,0,76.1099946499
13,0,65.5000052452
13,0,45.3900001049
13,0,70.619995594
13,0,62.6000041962
13,0,45.1700003147
13.6099998951,0,75.1099946499
13.3900001049,0,66.3300049305
13,0,45.5600004196
13,0,71.4499952793
13,0,94.4899990559
13,0,66.280005455
13,0,46.6099998951
13,0,85.429993391
13.6099998951,0,70.9600067139
13.3900001049,0,85.6499931812
13,0,71.3500068188
10.5600004196,0,81.9899938107
11.4399995804,0,69.6200060844
13,0,47
13,0,113.489988565
13,0,90.7300112247
13,0,72.7899959087
13.6099998951,0,62.9900043011
13.3900001049,0,73.8399953842
13,0,64.1600046158
13,0,45.7800002098
13,0,69.3999958038
13,0,59.9900043011
13.6099998951,0,39.1200008392
13.3900001049,0,73.2099936008
13,0,65.8900053501
13,0,45.3900001049
13,0,76.719994545
13,0,67.7200050354
13.6099998951,0,72.7899959087
13.3900001049,0,63.6000041962
13,0,72.3999958038
13,0,64.2100040913
13,0,74.0099956989
13,0,63.7700045109
13,0,72.619995594
13,0,63.9900043011
13.6099998951,0,68.1299965382
13.3900001049,0,80.3900001049
13,0,62.3100030422
13,0,71.7399964333
13,0,84.3900001049
13,0,62.6500036716
13,0,73.3999958038
13,0,63.380004406
13.6099998951,0,76.2799949646
13.3900001049,0,66.3300049305
13,0,74.8399953842
13,0,65.1600046158
13,0,76.0599951744
13,0,93.3900001049
13.6099998951,0,65.5500047207
13.3900001049,0,73.0099956989
13,0,63.9900043011
13,0,77.8899948597
13,0,67.1100051403
13,0,79.1099946499
13,0,98.3900001049
13.6099998951,0,112.029997587
13.3900001049,0,77.6900074482
13,0,88.429993391
13,0,106.900001049
13,0,70.0600056648
13,0,74.0099956989
13,0,85.1200008392
13,0,59.4300038815
13.6099998951,0,46.8299996853
13.3900001049,0,68.1299965382
13,0,82.8299996853
13,0,63.2600035667
13,0,70.7399964333
13,0,90.099998951
13,0,65.9400048256
13.6099998951,0,75.4499952793
13.3900001049,0,65.5500047207
13,0,77.2799949646
13,0,67.9400048256
13,0,78.6699950695
13,0,96.3900001049
13,0,98.4399995804
13.6099998951,0,104.269999266
13.3900001049,0,105.78000021
13,0,72.0600056648
13,0,82.719994545
13,0,99.3400006294
13,0,98.8299996853
13,0,100.609999895
13.6099998951,0,71.1100051403
13.3900001049,0,81.8899948597
13,0,102.829999685
13,0,99.7300007343
13,0,104.319998741
13,0,110.21999979
13,0,111.609999895
13,0,114.43999958
13.6099998951,0,76.9600067139
13.3900001049,0,87.9899938107
13,0,111
13,0,107.950000525
13,0,96.2400016785
13,0,91.8299996853
13.6099998951,0,93.6099998951
13.3900001049,0,96.4399995804
13,0,88.2400016785
13,0,94.1999979019
13,0,98.3400006294
13,0,67.9400048256
13,0,63.4199976921
13.6099998951,0,89.0799970627
13.3900001049,0,98.7800002098
13,0,69.3300049305
13,0,80.8899948597
13,0,98.1700003147
13,0,89.6800012589
13,0,91.7099988461
13,0,97.8299996853
13.6099998951,0,70.3300049305
13.3900001049,0,77.619995594
13,0,98.2699992657
13,0,96.1200008392
13,0,118.009995699
13,0,83.370008707
13.6099998951,0,81.4999947548
13.3900001049,0,98.5600004196
13,0,95.7800002098
13,0,92.5600004196
13,0,91.6099998951
13,0,95.0499994755
13,0,98.2199997902
13,0,100.21999979
13.6099998951,0,99.7800002098
13.3900001049,0,138.039993286
13,0,131.89000535
13,0,74.7900063992
13,0,82.1099946499
13,0,99.5600004196
13,0,82.1400027275
13.6099998951,0,75.6599993706
13.3900001049,0,80.4399995804
13,0,82
13,0,81.3900001049
13,0,63.3100030422
13,0,69.0799970627
13,0,79.3900001049
13,0,83.2699992657
13.6099998951,0,63.4300038815
13.3900001049,0,70.9599962234
13,0,61.8200039864
13,0,75.0599951744
13,0,66.1600046158
13,0,77.0599951744
13,0,66.9400048256
13.6099998951,0,74.619995594
13.3900001049,0,94.0499994755
13,0,67.3300049305
13,0,74.619995594
13,0,65.380004406
13,0,75.2299954891
13.6099998951,0,88.3400006294
13.3900001049,0,64.0400037766
13,0,79.8899948597
13,0,96.5600004196
13,0,91.3400006294
13,0,64.6000041962
13,0,69.1299965382
13,0,82.6099998951
13.6099998951,0,62.8700034618
13.3900001049,0,68.909996748
13,0,81.6099998951
13,0,61.8700034618
13,0,67.2999968529
13,0,80.2199997902
13,0,62.090003252
13,0,66.4699971676
13.6099998951,0,77.6099998951
13.3900001049,0,74.3400006294
13,0,58.5800023079
13,0,67.6899969578
13,0,81.4399995804
13,0,62.8700034618
13,0,70.7399964333
13.6099998951,0,80.3400006294
13.3900001049,0,60.3100030422
13,0,65.4699971676
13,0,73.5600004196
13,0,57.3600025177
13,0,63.8599972725
13,0,75.2199997902
13.6099998951,0,58.9200029373
13.3900001049,0,65.0799970627
13,0,77.8299996853
13,0,83.2699992657
13,0,64.6500036716
13,0,74.1799960136
13,0,92.0499994755
13,0,92.1700003147
13.6099998951,0,67.2100040913
13.3900001049,0,76.3999958038
13,0,96.8799991608
13,0,69.5000052452
13,0,80.4999947548
13,0,96.3400006294
13.6099998951,0,65.9400048256
13.3900001049,0,74.8399953842
13,0,99.9299986362
13,0,103.78000021
13,0,70.6700055599
13,0,85.3799939156
13,0,72.0100061893
13,0,86.8199934959
13.6099998951,0,111
13.3900001049,0,71.9600067139
13,0,84.8199934959
13,0,72.4000062943
13,0,79.4999947548
13,0,68.5000052452
13,0,78.8899948597
13,0,98
13.6099998951,0,67.5000052452
13.3900001049,0,78.4999947548
13,0,67.5000052452
13,0,72.3999958038
13,0,64.2100040913
13,0,71.5699961185
13.6099998951,0,88.4399995804
13.3900001049,0,64.9900043011
13,0,69.1299965382
13,0,61.2600035667
13,0,71.7899959087
13,0,62.6000041962
13,0,68.3499963284
13.6099998951,0,81.3900001049
13.3900001049,0,59.0400037766
13,0,46.2199997902
13,0,65.909996748
13,0,59.090003252
13,0,73.2299954891
13,0,63.7700045109
13,0,73.2299954891
13.6099998951,0,101.589998007
13.3900001049,0,72.4000062943
13,0,86.2099936008
13,0,72.7900063992
13,0,87.429993391
13,0,73.570006609
13,0,88.6499931812
13.6099998951,0,116.43999958
13.3900001049,0,116.78000021
13,0,75.1300070286
13,0,88.0399932861
13,0,111.78000021
13,0,73.1800065041
13.6099998951,0,59.3699982166
13.3900001049,0,76.9799981117
13,0,76.6800012589
13,0,71.3900001049
13,0,68.5600004196
13,0,74.9299986362
13.6099998951,0,76.9500005245
13.3900001049,0,82.9299986362
13,0,84.9500005245
13,0,81.7800002098
13,0,151.149987936
13,0,128.290011644
13,0,78.2900011539
13,0,73.3900001049
13.6099998951,0,87.6399974823
13.3900001049,0,101.269999266
13,0,88.7500026226
13,0,91.809997797
13,0,103.049999475
13,0,105
13.6099998951,0,88.5300028324
13.3900001049,0,78
13,0,76.7800002098
13,0,89.4199976921
13,0,84.5800023079
13,0,78.4399995804
13,0,93.4199976921
13.6099998951,0,87.3600025177
13.3900001049,0,78.6099998951
13,0,96.0799970627
13,0,93.5800023079
13,0,83.7800002098
13,0,84.8299996853
13.6099998951,0,86
13.3900001049,0,86
13,0,86.6099998951
13,0,88.8299996853
13,0,94.2699992657
13,0,95.1700003147
13,0,97.0499994755
13.6099998951,0,100.21999979
13.3900001049,0,98.5600004196
13,0,117.129996538
13,0,101.940004826
13,0,105.349996328
13,0,103.750002623
13,0,93.3900001049
13,0,89.3400006294
13.6099998951,54.8999905586,87
13.3900001049,60.7200050354,89.4399995804
13,41.3900001049,65.9900043011
16.6599993706,41.6099998951,77.4499952793
19,41.3900001049,95
15.9500005245,41.6099998951,98.0499994755
13.3900001049,42,99.3900001049
13,42,100.829999685
16.0499994755,41.3900001049,98.9500005245
19.8299996853,41.6099998951,98.2199997902
16.1200008392,42,70.3300049305
13.6099998951,41.3900001049,111.779989719
13.3900001049,41.6099998951,120.11000514
17.2699992657,42,110.759998322
22.4399995804,41.3900001049,116.390000105
18.5100009441,41.6099998951,76.3500068188
13.7800002098,41.3900001049,69.909996748
13,41.6099998951,76.5100009441
16.6599993706,42,77.2699992657
19,42,83.6599993706
15.3400006294,41.3900001049,85.3900001049
13.6099998951,41.6099998951,88.6599993706
13.3900001049,42,94.0499994755
16.6599993706,41.3900001049,116.739996433
22.0499994755,41.6099998951,82.4200081825
22.7800002098,42,98.9699919224
16.5100009441,41.3900001049,82.0300080776
13,41.6099998951,75.7899959087
17.2699992657,41.3900001049,89.7800002098
21.8299996853,41.6099998951,89.6099998951
16.900001049,42,104.029997587
13.6099998951,42,112.390000105
13.3900001049,41.3900001049,133.959996223
16.6599993706,41.6099998951,121.160004616
22.0499994755,42,108.269999266
21.5600004196,41.3900001049,112.21999979
15.7300007343,41.6099998951,113.609999895
13,42,114.609999895
16.6599993706,41.3900001049,118.659999371
22.0499994755,41.6099998951,119.78000021
22.7800002098,42,152.54999423
16.5100009441,41.3900001049,156.920002937
13,41.6099998951,153.319998741
16.6599993706,42,123.840005875
22.0499994755,41.3900001049,100.78000021
20.9500005245,41.6099998951,100
15.3400006294,42,122.569996119
13.6099998951,41.3900001049,133.950000525
17.0499994755,41.6099998951,132.609999895
22.0499994755,42,185.459990978
23.3900001049,41.3900001049,169.590008497
16.900001049,41.6099998951,122.750002623
13,42,152.649993181
17.2699992657,41.3900001049,143.840005875
22.4399995804,41.6099998951,153.10999465
23.3900001049,42,134.570006609
23,41.3900001049,146.599993706
16.900001049,41.6099998951,138.280005455
17.2699992657,42,119.829999685
22.4399995804,41.3900001049,167.359992027
24,41.6099998951,176.870003462
24,42,132.89000535
19.1200008392,41.3900001049,125.199997902
17.8299996853,41.6099998951,109.820003986
22.0499994755,42,126.719994545
24,41.3900001049,212.269988775
22.1700003147,41.6099998951,194.220010281
16.1200008392,42,187.719994545
17.8799991608,41.3900001049,142.730011225
22.8299996853,41.6099998951,102.829999685
24,42,106.43999958
19.7300007343,41.3900001049,138.499994755
14.5600004196,41.6099998951,125.67000556
17.2699992657,41.3900001049,107.43999958
22.4399995804,41.6099998951,112.049999475
24,42,124.369998217
19.7300007343,42,144.419997692
14.5600004196,41.3900001049,158.489999056
16.6599993706,41.6099998951,126.010006189
22.0499994755,42,102.390000105
24,41.3900001049,104.43999958
23.3900001049,41.6099998951,133.449995279
16.900001049,41.3900001049,120.500005245
17.2699992657,41.6099998951,131.499994755
22.4399995804,42,116.840005875
24,42,117.569996119
24,41.3900001049,108.820003986
17.2900011539,41.6099998951,120.229995489
17.2699992657,42,138.21999979
22.4399995804,41.3900001049,110.940004826
24,41.6099998951,96.6599993706
24,41.3900001049,122.179996014
18.5100009441,41.6099998951,111.380004406
17.4399995804,42,118.179996014
22.0499994755,42,134.21999979
24,41.3900001049,109.380004406
23.3900001049,41.6099998951,113.739996433
19.9500005245,42,106.870003462
18.6099998951,41.3900001049,112.299996853
22.0499994755,41.6099998951,131.319998741
24,42,134.78000021
24,41.3900001049,110.210004091
22.1700003147,41.6099998951,118.789995909
20.3900001049,42,138.269999266
22.4399995804,41.3900001049,112.940004826
24,41.6099998951,143.799991608
24,42,126.200008392
22.1700003147,41.3900001049,114.519996643
20.3900001049,41.6099998951,155.059995174
22.4399995804,42,177.879999161
24,41.3900001049,186.489999056
24,41.6099998951,223.54999423
24,42,190.100009441
23.3900001049,41.3900001049,162.929998636
23.6099998951,41.6099998951,172.269999266
24,42,184.759998322
24,41.3900001049,221.499994755
24,41.6099998951,199.520007133
23.3900001049,42,185.809997797
23.6099998951,41.3900001049,168.380004406
24,41.6099998951,141.630001783
24,42,164.279994965
24,41.3900001049,162.870003462
24.6099998951,41.6099998951,143.900001049
24.3900001049,42,147.319998741
24,41.3900001049,170.909996748
24.6099998951,41.6099998951,153.11000514
24.3900001049,42,141.929998636
24.6099998951,41.3900001049,146.390000105
24.3900001049,41.6099998951,176.499994755
24,42,170.990004301
24.6099998951,41.3900001049,155
24.3900001049,41.6099998951,267.239980698
24,42,219.440020561
24.6099998951,41.3900001049,167.399995804
24.3900001049,41.6099998951,183.609999895
24.6099998951,42,193.759998322
23.7800002098,41.3900001049,192.070001364
24.2199997902,41.6099998951,190.049999475
24.3900001049,42,187.120000839
24,41.3900001049,171.190002203
24,41.6099998951,149.580002308
24,42,152.589998007
23.3900001049,41.3900001049,160.609999895
23.6099998951,41.6099998951,263.479982376
24,42,213.710019827
24,41.3900001049,127.800002098
23.3900001049,41.6099998951,110.850001574
21.7800002098,42,148.309992552
22.8299996853,41.3900001049,152.820003986
24,41.6099998951,142.269999266
24,42,146.829999685
24,41.3900001049,174.229995489
23.3900001049,41.6099998951,166.600004196
23.6099998951,42,149.170000315
24,41.3900001049,149.21999979
24,41.6099998951,172.569996119
24.6099998951,42,159.550004721
25,41.3900001049,141.390000105
24.3900001049,41.6099998951,150.759998322
24,42,146.630001783
24,41.3900001049,140
24,41.6099998951,153.419997692
24.6099998951,42,152.850001574
24.3900001049,41.3900001049,157.979998112
24,41.6099998951,168.659999371
24,42,163.680001259
24.6099998951,41.3900001049,139.480003357
24.3900001049,41.6099998951,128.829999685
24,42,133.049999475
24,41.3900001049,132.56000042
24,41.6099998951,156.619995594
24,42,153.480003357
24.6099998951,41.3900001049,151.979998112
24.3900001049,41.6099998951,160.21999979
24,42,156.120000839
23.3900001049,41.3900001049,173.739996433
23.6099998951,41.6099998951,155.280005455
25.2199997902,42,133.170000315
24.7800002098,41.3900001049,128.950000525
24,41.6099998951,127.609999895
24,42,125.56000042
24,41.3900001049,161.209993601
24.6099998951,41.6099998951,161.820003986
24.3900001049,41.3900001049,154.319998741
24.6099998951,41.6099998951,165.709998846
24.3900001049,42,175.489999056
24,42,174.730000734
24.6099998951,41.3900001049,169.56000042
24.3900001049,41.6099998951,174.099998951
24,42,228.019991398
23.3900001049,41.3900001049,183.750013113
23.6099998951,41.6099998951,180.749992132
22.7800002098,42,208.78000021
23.2199997902,41.3900001049,184.210004091
24,41.6099998951,159.850001574
23.3900001049,42,127.160004616
23.6099998951,41.3900001049,136.229995489
22.1700003147,41.6099998951,138.970002413
22.8299996853,42,121.460001469
24,41.3900001049,147.10999465
23.3900001049,41.6099998951,168.21999979
20.5600004196,42,133.620006084
20.2199997902,41.3900001049,142.10999465
22.8299996853,41.6099998951,148.580002308
24,41.3900001049,187.579991817
24,41.6099998951,170.420008183
17.900001049,42,159.519996643
17.6599993706,42,164.070001364
22.4399995804,41.3900001049,165.709998846
24,41.6099998951,135.840005875
24,42,148.159994125
20.9500005245,41.3900001049,140.11000514
20.2199997902,41.6099998951,163.089992762
22.8299996853,42,146.080007553
23.3900001049,41.3900001049,116.170000315
23.6099998951,41.6099998951,144.279994965
17.2900011539,41.3900001049,125.790006399
17.8799991608,41.6099998951,127.619995594
22.8299996853,42,117.770004511
24,42,119.909996748
23.3900001049,41.3900001049,108.820003986
16.900001049,41.6099998951,117.789995909
17.2699992657,42,111.040003777
22.4399995804,41.3900001049,117.739996433
24,41.6099998951,110.260003567
24,42,121.399995804
18.5100009441,41.3900001049,113.820003986
18.0499994755,41.6099998951,153.289990664
22.4399995804,41.3900001049,161.770004511
24,41.6099998951,139.510000944
24,42,112.210004091
22.7800002098,42,120.179996014
20.1700003147,41.3900001049,112.430003881
22.0499994755,41.6099998951,123.009995699
24,41.3900001049,135.340000629
24,41.6099998951,111.040003777
20.3400006294,42,118.959996223
18.6099998951,42,133
22.0499994755,41.3900001049,166.54999423
24,41.6099998951,186.78000021
24,42,168.310003042
24,41.3900001049,138.090003252
21.5600004196,41.6099998951,108.310003042
22.4399995804,42,114.079997063
24,41.3900001049,105.480003357
24,41.6099998951,112.519996643
18.5100009441,42,106.700003147
18.0499994755,41.3900001049,115.129996538
22.4399995804,41.6099998951,132.269999266
24,42,136.21999979
24,41.3900001049,119.310003042
19.7300007343,41.6099998951,111.049999475
18.8299996853,42,113.609999895
22.4399995804,41.3900001049,179.87998867
24,41.6099998951,187.23000598
24,42,149.140002728
21.5600004196,41.3900001049,115.820003986
20.6099998951,41.6099998951,131.499994755
22.8299996853,42,156.489999056
24,41.3900001049,166.709998846
24,41.6099998951,149.650003672
22.7800002098,42,138.43999958
20.7800002098,41.3900001049,137.56000042
22.4399995804,41.6099998951,162.229995489
24,42,229.629991293
24,41.3900001049,185.140013218
24,41.6099998951,112.210004091
24.6099998951,41.3900001049,118.959996223
24.3900001049,41.6099998951,133.609999895
24,42,132.170000315
24,42,126.730000734
21.5600004196,41.3900001049,101.430003881
20.6099998951,41.6099998951,110.179996014
22.2199997902,42,143.909996748
23.6099998951,41.3900001049,132.210004091
24,41.6099998951,144.449995279
19.7300007343,42,181.519996643
18.8299996853,41.3900001049,195.21999979
22.4399995804,41.6099998951,185.630001783
24,42,174.120000839
24,41.3900001049,166.730000734
23.3900001049,41.6099998951,175.589998007
21.1700003147,42,182.390000105
22.4399995804,41.3900001049,156.990004301
24,41.6099998951,173.32999444
23.3900001049,42,172.650003672
23.6099998951,41.3900001049,158.390000105
22.1700003147,41.6099998951,159.21999979
22.8299996853,42,164.879999161
24,41.3900001049,170.43999958
24,41.6099998951,174.43999958
24,42,175.390000105
24.6099998951,41.3900001049,180.489999056
24.3900001049,41.6099998951,180.950000525
24,42,180.829999685
24,41.3900001049,149.060005665
24,41.6099998951,177.409991503
21.5600004196,41.3900001049,209.609999895
22.4399995804,41.6099998951,203.900001049
24,42,189.020001888
24,41.3900001049,187.489999056
22.7800002098,41.6099998951,153.790006399
20.7800002098,42,165.989993811
22.4399995804,42,190.829999685
24,41.3900001049,192
24,41.6099998951,166.990004301
24,42,177.229995489
22.7800002098,41.3900001049,179.360002518
23.2199997902,41.6099998951,172.43999958
24,42,174
24.6099998951,41.3900001049,150.210004091
24.3900001049,41.6099998951,130.730000734
24,42,182.289990664
24,41.3900001049,190.770004511
24.6099998951,41.6099998951,199.009995699
24.3900001049,42,175.960006714
24,41.3900001049,166.859997272
24.6099998951,41.6099998951,166.020001888
24.3900001049,42,196.209993601
24,41.3900001049,174.860007763
24,41.6099998951,180.76999402
24,42,187.750002623
24.6099998951,41.3900001049,179.21999979
24.3900001049,41.6099998951,172.070001364
24,42,181.639997482
24,41.3900001049,156.840005875
24,41.6099998951,130.730000734
24.6099998951,42,126.170000315
24.3900001049,41.3900001049,121.340000629
24,41.6099998951,120.21999979
24,42,122.21999979
24,41.3900001049,185.2199893
24.6099998951,41.6099998951,213.410001993
24.3900001049,42,249.309992552
24,41.3900001049,237.350006819
24.6099998951,41.6099998951,223.589998007
24.3900001049,42,231.609999895
24,41.3900001049,230.170000315
24.6099998951,41.6099998951,225.340000629
24.3900001049,42,238.859997272
24,41.3900001049,199.590008497
24,41.6099998951,160.680001259
24.6099998951,42,155.390000105
24.3900001049,41.3900001049,157.43999958
24,41.6099998951,158.390000105
24,42,186.66999507
24,41.3900001049,203.78000021
24.6099998951,41.6099998951,278.639986992
24.3900001049,42,325.78000021
24.6099998951,41.3900001049,274.370008707
25,41.6099998951,239.56000042
25.6099998951,42,236.78000021
24.7800002098,41.3900001049,182.930009127
25.2199997902,41.6099998951,209.99998951
24.7800002098,42,217.89000535
25.2199997902,41.3900001049,199.829999685
25.3900001049,41.6099998951,208.929998636
25,42,221.319998741
24.3900001049,41.3900001049,228.43999958
25.2199997902,41.6099998951,214.140002728
25.3900001049,42,200.340000629
25.6099998951,41.3900001049,199.829999685
24.7800002098,41.6099998951,200.390000105
24,42,207.929998636
25.2199997902,41.3900001049,214.21999979
25.3900001049,41.6099998951,241.839995384
25,42,228.500005245
25,41.3900001049,211.43999958
24.3900001049,41.6099998951,213.609999895
25.2199997902,42,209.120000839
25.3900001049,41.3900001049,198.070001364
25,41.6099998951,182.630001783
24.3900001049,42,196.739996433
24,41.3900001049,217.929998636
25.2199997902,41.6099998951,219.950000525
25.3900001049,42,263.749992132
24.3900001049,41.3900001049,272.260003567
24.6099998951,41.6099998951,255.340000629
24.3900001049,42,256.659999371
24.6099998951,41.3900001049,362.089982271
25,41.6099998951,448.739996433
24.3900001049,42,408.320009232
24,41.3900001049,302.630012274
24.6099998951,41.6099998951,302.749992132
25,42,331.390000105
24.3900001049,41.3900001049,279.150008917
24,41.6099998951,306.99998951
24,42,342.340000629
24.6099998951,41.3900001049,349.759998322
24.3900001049,41.6099998951,357.21999979
24,42,364.099998951
24.6099998951,41.3900001049,373.489999056
23.7800002098,41.6099998951,441.65998888
24.2199997902,42,422.610010386
25,41.3900001049,443.779989719
25,41.6099998951,438.080007553
25,42,425.249997377
25,41.3900001049,508.199987411
24.3900001049,41.6099998951,469.600014687
25.2199997902,42,417.43999958
24.7800002098,41.3900001049,420.829999685
24.6099998951,41.6099998951,415.900001049
24.3900001049,42,351.00001049
24,41.3900001049,368.729990244
24,41.6099998951,392.800002098
24,42,363.040003777
24,41.3900001049,352.049999475
24.6099998951,41.6099998951,363.149998426
24.3900001049,42,367.78000021
24,41.3900001049,344.430003881
24,41.6099998951,326.340000629
24.6099998951,42,322.78000021
24.3900001049,41.3900001049,318.340000629
24.6099998951,41.6099998951,319.049999475
24.3900001049,42,290.500005245
24,41.3900001049,224.640007973
24.6099998951,41.6099998951,193.170000315
24.3900001049,42,239.579991817
24.6099998951,41.3900001049,260.850001574
25,41.6099998951,253.78000021
25,42,274.349996328
25,41.3900001049,289.21999979
24.3900001049,41.6099998951,297.319998741
24,42,347.139992237
25.2199997902,41.3900001049,303.410012484
24.7800002098,41.6099998951,238.090003252
24.6099998951,25.5300028324,208.310003042
24.3900001049,15,187.850001574
24.6099998951,31.4699971676,242.389989614
24.3900001049,30.4100019932,245.010006189
24.6099998951,8.9700024128,209.800002098
25,0,197.120000839
24.3900001049,0,188.510000944
24,0,239.899990559
24,0,249.380004406
24,0,235.43999958
24,0,294.339990139
24,0,344.419997692
24,17.0799970627,264.550015211
24,29.2199997902,207.390000105
24.6099998951,11.7000031471,211.879999161
24.3900001049,0,214.390000105
24,0,246.939994335
24.6099998951,0,225.910007238
24.3900001049,0,228.279994965
24.6099998951,0,286.039993286
25,0,326.249997377
24.3900001049,0,237.79001689
24.6099998951,0,179.879999161
23.7800002098,0,175.070001364
23,0,209.039993286
24.2199997902,23.1799960136,183.980008602
23.7800002098,40.4399995804,177.009995699
23,42,172.870003462
23,41.3900001049,183.179996014
23.6099998951,41.6099998951,196.78000021
23.3900001049,42,199.659999371
24.2199997902,41.3900001049,203.21999979
23.7800002098,41.6099998951,208.269999266
23.6099998951,42,209.170000315
24.6099998951,41.3900001049,204.340000629
24.3900001049,41.6099998951,196.510000944
24,42,196.659999371
24,41.3900001049,216.689996958
24,41.6099998951,189.570006609
24.6099998951,42,147.920002937
24.3900001049,41.3900001049,163.839995384
24,41.6099998951,155.990004301
23.3900001049,41.3900001049,139.390000105
23,41.6099998951,131.680001259
23,42,142.249997377
23.6099998951,41.3900001049,148.950000525
23.3900001049,41.6099998951,148.21999979
23,42,147.78000021
23,41.3900001049,159.199997902
22.3900001049,41.6099998951,177.979998112
22,42,178.290001154
22.6099998951,42,164.240001678
23,41.3900001049,144.580002308
23,41.6099998951,124.410001993
23,42,193.249986887
21.1700003147,41.3900001049,187.100009441
21.8299996853,41.6099998951,203.849991083
23,42,240.049999475
23,41.3900001049,238.950000525
23,41.6099998951,239.43999958
21.7800002098,42,190.980008602
22.2199997902,41.3900001049,157.78000021
23.6099998951,41.6099998951,167.979998112
23.3900001049,42,143.89000535
23.6099998951,41.3900001049,119.730000734
23.3900001049,41.6099998951,127.369998217
24.2199997902,42,132.78000021
23.7800002098,41.3900001049,133.829999685
23.6099998951,41.6099998951,131.950000525
23.3900001049,42,133.659999371
24.2199997902,41.3900001049,139.659999371
23.7800002098,41.6099998951,150.539998531
23.6099998951,42,169.419997692
23.3900001049,41.3900001049,180.43999958
23.6099998951,41.6099998951,182
24,42,144.790006399
23.3900001049,41.3900001049,163.089992762
23.6099998951,41.6099998951,197.319998741
23.3900001049,42,145.270009756
22.3900001049,41.3900001049,100.460001469
17.7300007343,41.6099998951,118.789995909
19.8799991608,42,146.809997797
23.6099998951,41.3900001049,174.519996643
23.3900001049,41.6099998951,186.390000105
23.6099998951,42,168.920002937
22.7800002098,41.3900001049,156.78000021
23.2199997902,41.6099998951,167.589998007
23.3900001049,42,221.969991922
23.6099998951,41.3900001049,211.130007029
24,41.6099998951,239.289990664
24,42,338.049988985
24.6099998951,41.3900001049,340.570006609
24.3900001049,41.6099998951,235.480013847
24.6099998951,42,214.499994755
25,41.3900001049,211.430003881
25,41.6099998951,187.850001574
24.3900001049,42,239.949990034
24.6099998951,41.3900001049,250.770004511
25.6099998951,41.6099998951,191.910007238
25.3900001049,42,207.699992657
25,41.3900001049,214.260003567
24.3900001049,41.6099998951,184.530002832
25.2199997902,42,171.56000042
25.3900001049,41.3900001049,188.299996853
25.6099998951,41.6099998951,195.730000734
25.3900001049,42,219.229995489
25,41.3900001049,265.88999486
