"DispFrames","NoAudioPlayed","NoRTPPkts"
14.1700003147,41.3900001049,69.8299996853
13,41.6099998951,72.2199997902
13,42,71.1700003147
15.4399995804,42,59.0200018883
15.1700003147,41.3900001049,63.5899980068
14,41.6099998951,72.2199997902
13.3900001049,42,58.3600025177
13,41.3900001049,62.4199976921
15.4399995804,41.6099998951,70.3900001049
14.5600004196,42,68.7800002098
13,41.3900001049,69.2199997902
13,41.6099998951,70.6099998951
13,42,69.1700003147
16.0499994755,41.3900001049,56.4100019932
15.5600004196,41.6099998951,59.9799981117
14,42,67.6099998951
13.3900001049,41.3900001049,69.2199997902
13,41.6099998951,71.2199997902
14.8299996853,42,68.3400006294
15.3900001049,41.3900001049,55.6300017834
13.7800002098,41.6099998951,59.3699982166
13.6099998951,42,86.1299965382
13.3900001049,41.3900001049,101.43999958
14.8299996853,41.6099998951,99.3400006294
16,42,97
14.1700003147,41.3900001049,67.7200050354
13,41.6099998951,81.9399943352
13,42,102.390000105
15.4399995804,41.3900001049,103.21999979
15.7800002098,41.6099998951,85.090003252
13.7800002098,41.3900001049,73
13,41.6099998951,72.3900001049
13,42,69.5600004196
15.4399995804,42,67.3900001049
15.7800002098,41.3900001049,67.6099998951
13.7800002098,41.6099998951,68.6099998951
13,42,72.0499994755
13.6099998951,41.3900001049,59.3600025177
15.8299996853,41.6099998951,60.3699982166
14.5600004196,41.3900001049,71.8799991608
13,41.6099998951,72.5600004196
13,42,69.7800002098
13.6099998951,41.3900001049,70.8299996853
15.2199997902,41.6099998951,70.1700003147
16.6099998951,42,74.4899990559
14.5600004196,42,76.1700003147
13.6099998951,41.3900001049,81.099998951
13.3900001049,41.6099998951,81.3400006294
14.8299996853,42,77.1700003147
19.0499994755,41.3900001049,91.2499973774
16.1200008392,41.6099998951,106.489999056
13,42,108.78000021
13.6099998951,41.3900001049,108
15.2199997902,41.6099998951,120.199997902
19.0499994755,41.3900001049,98.1100051403
16.1200008392,41.6099998951,94.8599972725
13,42,87.9200029373
13,42,119.089992762
15.4399995804,41.3900001049,114.89000535
21.2699992657,41.6099998951,116.959996223
24,42,110.870003462
24,41.3900001049,100.43999958
22.1700003147,41.6099998951,105.659999371
18.5600004196,42,90.9200029373
20.6599993706,41.3900001049,80
17.5100009441,41.6099998951,81.8299996853
13.3900001049,42,95.809997797
13,41.3900001049,86.3100030422
15.4399995804,41.6099998951,80.4899990559
20.0499994755,42,82.1700003147
16.5100009441,41.3900001049,105.399995804
13.6099998951,41.6099998951,104.530002832
13.3900001049,42,95.8299996853
15.4399995804,41.3900001049,100.659999371
18.8299996853,41.6099998951,102.390000105
15.7300007343,42,93.4600014687
13,41.3900001049,93.4899990559
13,41.6099998951,81.1400027275
15.4399995804,42,72.8299996853
21.2699992657,41.3900001049,83.7599983215
18.5100009441,41.6099998951,77.8000020981
13.7800002098,42,70.6099998951
13.6099998951,41.3900001049,69.1700003147
15.2199997902,41.6099998951,68
19.0499994755,42,68.6099998951
16.1200008392,41.3900001049,74.4899990559
13,41.6099998951,73.1200008392
13,42,97.4499952793
15.4399995804,41.3900001049,127.199997902
20.6599993706,41.6099998951,106.940004826
19.3400006294,42,148.169989824
14.5600004196,41.3900001049,127.440010071
13,41.6099998951,80.8500015736
15.4399995804,42,91.4699971676
21.2699992657,41.3900001049,88.5800023079
20.3400006294,41.6099998951,97.6899969578
14.9500005245,42,87.0400037766
13,41.3900001049,106.54999423
15.4399995804,41.6099998951,103.600004196
21.2699992657,42,118.499994755
24,41.3900001049,110.550004721
24,41.6099998951,114.349996328
24,42,99.3300049305
21.5600004196,41.3900001049,96.8599972725
22.4399995804,41.6099998951,117.369998217
24,42,100.820003986
20.3400006294,41.3900001049,84.1700003147
14.9500005245,41.6099998951,96.4199976921
15.4399995804,42,100.730000734
21.2699992657,41.3900001049,83.3600025177
23.3900001049,41.6099998951,74.6099998951
18.1200008392,42,84.7599983215
14.3900001049,41.3900001049,81.2400016785
15.2199997902,41.6099998951,89.6399974823
20.8799991608,42,93.5100009441
23.3900001049,41.3900001049,77.190002203
16.900001049,41.6099998951,82.4199976921
13,42,81.8500015736
15.4399995804,41.3900001049,76.6099998951
20.0499994755,41.6099998951,74.5600004196
17.1200008392,42,73
13.3900001049,41.3900001049,107.159994125
13,41.6099998951,108.870003462
14.8299996853,42,105.759998322
20.8799991608,41.3900001049,85.7700045109
19.1200008392,41.6099998951,69
14.1700003147,42,73.2699992657
13,41.3900001049,83.3199987411
16.0499994755,41,77.0200018883
19.2199997902,42.2199997902,70
16.3400006294,41.7800002098,87.6899969578
13.3900001049,41.6099998951,88.6300017834
13,42,83.8299996853
14.8299996853,41.3900001049,92.9299986362
20.2699992657,41.6099998951,80.3100030422
17.5100009441,42,67.7800002098
13.3900001049,41.3900001049,72.4899990559
13,41.6099998951,78.4399995804
15.4399995804,42,102.569996119
18.2199997902,41.3900001049,98.7000031471
15.3400006294,41.6099998951,88.2199997902
13,42,105.469997168
13,41.3900001049,92.2100040913
16.0499994755,41.6099998951,76.3900001049
16.1700003147,42,73.5600004196
14.3900001049,41.3900001049,70.1700003147
13.3900001049,41.6099998951,74.4899990559
13,41.3900001049,79.2199997902
14.8299996853,41.6099998951,81.8299996853
19.6599993706,42,89.099998951
16.5100009441,42,80.8000020981
13,41.3900001049,71.7800002098
13,41.6099998951,73.4399995804
14.8299996853,42,76.8299996853
19.0499994755,41.3900001049,73.7300007343
16.1200008392,41.6099998951,70.3900001049
13.6099998951,42,69.3900001049
13.3900001049,41.3900001049,67.7800002098
14.8299996853,41.6099998951,67.6099998951
16,42,57.6300017834
14.1700003147,41.3900001049,58.9299986362
13,41.6099998951,65.2199997902
13.6099998951,42,66
15.2199997902,41.3900001049,63.5600004196
17.2199997902,41.6099998951,55.900001049
14.9500005245,42,59.3199987411
13,41.3900001049,62.7800002098
13,41.6099998951,62.6099998951
14.8299996853,42,61.7800002098
16,41.3900001049,60.3900001049
14.7800002098,41.6099998951,73.4199976921
13.3900001049,41.3900001049,61.2600035667
13,41.6099998951,66.2999968529
14.8299996853,42,84.7099988461
14.1700003147,42,65.2100040913
13,41.3900001049,75.0099956989
13,41.6099998951,65.380004406
13.6099998951,42,77.0599951744
15.2199997902,41.3900001049,94.3900001049
14.1700003147,41.6099998951,65.3300049305
13.6099998951,42,71.3999958038
13.3900001049,41.3900001049,78.4600014687
13,41.6099998951,58.3600025177
14.8299996853,42,70.3499963284
14.1700003147,41.3900001049,62.0400037766
13,41.6099998951,76.6699950695
13,42,66.3300049305
13,41.3900001049,77.8899948597
14.8299996853,41.6099998951,66.5000052452
14.1700003147,42,74.4499952793
13,41.3900001049,79.8000020981
13,41.6099998951,57.9700024128
13,41.3900001049,72.7899959087
14.8299996853,41.6099998951,63.6000041962
14.1700003147,42,66.2999968529
13,41.3900001049,59.7000031471
13.6099998951,41.6099998951,69.3499963284
13.3900001049,42,61.6500036716
14.2199997902,42,65.6899969578
13.7800002098,41.3900001049,57.4800033569
13,41.6099998951,61.4699971676
13,42,57.3600025177
13,41.3900001049,69.3499963284
15.4399995804,41.6099998951,62.2600035667
15.1700003147,42,74.619995594
13.3900001049,41.3900001049,95.8799991608
13,41.6099998951,69.7200050354
13,42,102.239991188
14.2199997902,41.3900001049,95.9600067139
15,41.6099998951,85.6399974823
13.7800002098,42,104.149998426
13.6099998951,41.3900001049,71.570006609
13.3900001049,41.6099998951,72.0099956989
14.2199997902,42,63.6000041962
14.3900001049,41.3900001049,73.619995594
13.3900001049,41.6099998951,64.9900043011
13,42,71.5699961185
13,41.3900001049,60.9900043011
14.2199997902,41.6099998951,72.4499952793
13.7800002098,41.3900001049,63.7700045109
13,41.6099998951,45.7800002098
13,42,76.719994545
13,42,67.1100051403
14.8299996853,41.3900001049,71.1799960136
14.1700003147,41.6099998951,62.8200039864
13,42,74.2299954891
13,41.3900001049,64.7700045109
